id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,,teamName
2781078761,269,1,1,28,52,agh9ifb2mw3ivjusgedj7c3fe,1,43.4,28.3,5541946249,140,45.7,5541946247,56,Back,5541946251,141,67.3,5541946253,212,26.6,5541946255,213,1.48,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781078803,270,1,1,28,56,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,67,5541946473,56,Left,5541946481,213,1.21,5541946475,140,61.3,5541946477,141,90.8,5541946479,212,17.3,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781078837,271,1,1,28,59,agh9ifb2mw3ivjusgedj7c3fe,1,61.9,89.9,5541946693,1,,5541946681,155,,5541946689,212,35.6,5541946685,140,86.9,5541946691,213,5.54,5541946683,56,Center,5541946687,141,54.5,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781078849,272,1,1,29,2,agh9ifb2mw3ivjusgedj7c3fe,0,85.9,51.9,5541946735,141,43.1,5541946733,140,85.9,5541946731,56,Center,5541946737,212,6,5541946739,213,4.71,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781078949,224,12,1,29,6,4ku8o6uf87yd8iecdalipo6wd,1,5.8,58.7,5541947267,141,91.4,5541947269,212,29.6,5541947265,140,24.4,5541947263,56,Back,5541947271,213,0.85,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079003,273,1,1,29,10,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,8.3,5541947571,212,21.4,5541947565,56,Center,5541947569,141,39.7,5541947567,140,70.4,5541947573,213,1.55,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079047,274,1,1,29,14,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,44.5,5541947761,141,75.4,5541947759,140,58.7,5541947757,56,Center,5541947765,213,2.08,5541947763,212,24.1,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079149,275,1,1,29,16,agh9ifb2mw3ivjusgedj7c3fe,1,58.7,75.4,5541948291,140,64.7,5541948295,212,14.4,5541948289,56,Left,5541948293,141,94.4,5541948297,213,1.12,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079165,276,1,1,29,21,agh9ifb2mw3ivjusgedj7c3fe,1,64.7,89.4,5541948387,140,59.8,5541948391,212,14.2,5541948385,56,Center,5541948389,141,70,5541948393,213,4.34,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079207,277,1,1,29,22,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,65.5,5541948611,212,16.6,5541948609,141,41.6,5541948605,56,Center,5541948607,140,65.1,5541948613,213,4.93,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079243,278,1,1,29,25,agh9ifb2mw3ivjusgedj7c3fe,1,66.3,30.1,5541948801,213,5.36,5541948795,140,78.4,5541948793,56,Right,5541948797,141,5.3,5541948799,212,21.1,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079265,279,1,1,29,27,agh9ifb2mw3ivjusgedj7c3fe,1,78.4,5.3,5541948931,212,8,5541948925,56,Right,5541948927,140,71.7,5541948929,141,10.9,5541948933,213,2.65,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079297,280,1,1,29,28,agh9ifb2mw3ivjusgedj7c3fe,0,71.7,10.9,5541949077,140,89.1,5541949079,141,24.9,5541949083,213,0.48,5541949081,212,20.6,5541949075,56,Center,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079317,225,8,1,29,31,4ku8o6uf87yd8iecdalipo6wd,1,6.7,76.3,5541949209,56,Back,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079327,226,49,1,29,32,4ku8o6uf87yd8iecdalipo6wd,1,5.4,87.7,,,,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079365,227,1,1,29,34,4ku8o6uf87yd8iecdalipo6wd,0,7.7,95.4,5541949473,213,6.07,5541949467,140,41.1,5541949475,1,,5541949463,56,Back,5541949469,141,84.5,5541949459,157,,5541949471,212,35.8,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079379,281,1,1,29,36,agh9ifb2mw3ivjusgedj7c3fe,1,59.4,17.7,5541949537,213,0.93,5541949533,141,31.5,5541949535,212,11.7,5541949529,56,Center,5541949531,140,66,5541949527,3,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079385,282,49,1,29,38,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,31.5,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079443,283,1,1,29,38,agh9ifb2mw3ivjusgedj7c3fe,1,63.5,30.7,5541949873,213,3.12,5541949867,140,47.1,5541949869,141,31.3,5541949865,56,Back,5541949871,212,17.2,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079463,284,1,1,29,42,agh9ifb2mw3ivjusgedj7c3fe,1,55.3,35.7,5541949955,141,47.6,5541949953,140,62.8,5541949951,56,Center,5541949959,213,0.8,5541949957,212,11.3,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079475,285,1,1,29,43,agh9ifb2mw3ivjusgedj7c3fe,1,62.8,47.6,5541950031,56,Center,5541950039,213,5.87,5541950029,168,,5541950035,141,44,5541950033,140,68.1,5541950379,233,228,5541950037,212,6.1,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079503,286,1,1,29,46,agh9ifb2mw3ivjusgedj7c3fe,0,68.5,44,5541950201,56,Center,5541950209,213,1.16,5541950547,286,,5541950543,233,228,5541950541,236,,5541950207,212,1,5541950205,141,45.4,5541950203,140,68.9,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079529,228,74,1,29,46,4ku8o6uf87yd8iecdalipo6wd,1,26.7,39.8,5541950357,285,,5541950355,56,Back,5541950399,233,286,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079539,229,49,1,29,48,4ku8o6uf87yd8iecdalipo6wd,1,25.2,49,,,,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079547,230,1,1,29,49,4ku8o6uf87yd8iecdalipo6wd,1,25.2,49,5541950475,56,Back,5541950481,212,7.5,5541950483,213,4.92,5541950477,140,26.7,5541950479,141,38.2,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079561,231,1,1,29,50,4ku8o6uf87yd8iecdalipo6wd,1,26.7,38.2,5541950567,56,Back,5541950569,140,23.9,5541950575,213,4.41,5541950573,212,10,5541950571,141,24.1,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079589,232,1,1,29,51,4ku8o6uf87yd8iecdalipo6wd,1,23.9,24.1,5541950717,141,12.9,5541950719,212,10.7,5541950721,213,5.49,5541950713,56,Back,5541950715,140,31.1,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079599,233,1,1,29,52,4ku8o6uf87yd8iecdalipo6wd,1,31.1,12.9,5541950787,212,5.7,5541950791,213,1.4,5541950783,140,32,5541950785,141,21.1,5541950781,56,Back,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079607,234,3,1,29,54,4ku8o6uf87yd8iecdalipo6wd,0,33.8,21,5541950951,233,287,5541950833,56,Back,5541950955,286,,,,,,,,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079625,287,7,1,29,54,agh9ifb2mw3ivjusgedj7c3fe,1,66.2,79,5542043677,285,,5541950929,233,234,5541950921,56,Left,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079641,288,1,1,29,55,agh9ifb2mw3ivjusgedj7c3fe,1,60.4,78.2,5541950997,56,Left,5541951001,141,82.3,5541950999,140,57.6,5541951003,212,4.1,5541951005,213,2.38,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079643,289,1,1,29,56,agh9ifb2mw3ivjusgedj7c3fe,1,57.6,82.3,5541951019,212,13.6,5541951017,141,71.8,5541951015,140,46.6,5541951013,56,Back,5541951021,213,3.7,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079651,290,49,1,29,56,agh9ifb2mw3ivjusgedj7c3fe,1,46.6,71.8,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079753,291,1,1,29,57,agh9ifb2mw3ivjusgedj7c3fe,1,46.6,71.7,5541951619,56,Center,5541951625,212,16,5541951623,141,69.4,5541951627,213,6.19,5541951621,140,61.8,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079799,292,1,1,30,4,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,33.6,5541951861,212,11,5541951859,141,23.9,5541951857,140,76,5541951855,56,Center,5541951863,213,5.64,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079825,293,1,1,30,7,agh9ifb2mw3ivjusgedj7c3fe,1,85.5,24.9,5541952037,213,3.49,5541952033,141,20.7,5541952029,56,Right,5541952035,212,8.3,5541952031,140,78.1,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079831,235,45,1,30,10,4ku8o6uf87yd8iecdalipo6wd,0,21.1,73.5,5541952061,285,,5541952059,56,Back,5541952187,233,294,,,,,,,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079841,294,3,1,30,10,agh9ifb2mw3ivjusgedj7c3fe,1,78.9,26.5,5541952157,233,235,5541952137,56,Center,5541952139,286,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079911,295,1,1,30,12,agh9ifb2mw3ivjusgedj7c3fe,0,76.6,45,5541952475,1,,5541952469,141,100,5541952467,140,88.9,5541952473,213,1.25,5541952471,212,40.7,5541952465,56,Left,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781079915,236,5,1,30,17,4ku8o6uf87yd8iecdalipo6wd,1,9.8,-1.8,5541952511,233,296,5541952503,56,Back,5541952505,347,,,,,,,,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781079917,296,5,1,30,17,agh9ifb2mw3ivjusgedj7c3fe,0,90.2,101.8,5541952507,56,Left,5541952509,347,,5541952547,233,236,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080181,237,1,1,30,32,4ku8o6uf87yd8iecdalipo6wd,1,12.7,0,5541953903,56,Back,5541953905,140,13.3,5541953907,141,12,5542016631,189,,5541953911,213,1.5,5541953909,212,9.3,5541953901,107,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781090687,322,1,1,30,35,4ku8o6uf87yd8iecdalipo6wd,1,10.4,10.9,5542016677,189,,5542011841,212,19.7,5542011839,141,8,5542011833,157,,5542011847,1,,5542011835,56,Back,5542011843,213,6.18,5542011837,140,29.1,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781092101,330,1,1,30,38,4ku8o6uf87yd8iecdalipo6wd,0,31.2,5.4,5542024553,1,,5542024543,56,Back,5542024545,140,27.9,5542024549,212,17.9,5542024547,141,31.3,5542024551,213,1.77,5542024541,157,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080241,297,61,1,30,44,agh9ifb2mw3ivjusgedj7c3fe,0,66.7,69.7,5541954237,56,Center,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080283,238,1,1,30,45,4ku8o6uf87yd8iecdalipo6wd,1,33.4,31.2,5541954445,56,Back,5541954455,212,6.7,5541954449,140,39.5,5541954459,213,0.3,5541954451,141,34.1,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080319,239,1,1,30,46,4ku8o6uf87yd8iecdalipo6wd,1,39.5,34.1,5541954587,212,8.8,5541954583,140,47.9,5541954585,141,34.8,5541954589,213,0.05,5541954581,56,Back,5541954579,155,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080361,240,4,1,30,49,4ku8o6uf87yd8iecdalipo6wd,1,47.6,32.8,5541954889,56,Back,5541954895,286,,5541954897,233,298,5542009439,294,,5541954887,13,,5541954891,152,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080317,298,4,1,30,49,agh9ifb2mw3ivjusgedj7c3fe,0,52.4,67.2,5541954747,56,Center,5541954919,233,240,5541954743,13,,5541954745,294,,5541954749,152,,5541954751,285,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080739,241,1,1,31,21,4ku8o6uf87yd8iecdalipo6wd,1,47.3,33.5,5541957205,5,,5541957217,141,33.5,5541957223,213,0,5541957211,56,Center,5541957221,212,4.5,5541957213,140,51.6,5541957207,152,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080793,242,1,1,31,23,4ku8o6uf87yd8iecdalipo6wd,1,53.4,31.5,5541957519,140,60.2,5541957517,56,Right,5541957525,213,5.07,5541957523,212,20.5,5541957521,141,3.3,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080829,243,1,1,31,26,4ku8o6uf87yd8iecdalipo6wd,1,60.2,3.3,5541957733,141,6.9,5541957735,212,15.1,5541957729,56,Back,5541957737,213,2.98,5541957731,140,46,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080855,244,1,1,31,28,4ku8o6uf87yd8iecdalipo6wd,0,45.8,8.9,5541957851,56,Back,5541957857,212,7.2,5541957859,213,1.7,5541957855,141,19.4,5541957853,140,44.9,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080883,299,61,1,31,30,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,81.6,5541957977,56,Left,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080859,245,1,1,31,31,4ku8o6uf87yd8iecdalipo6wd,1,40.2,10.1,5542077383,212,5.1,5542077385,213,2.73,5542077379,140,35.8,5541957871,56,Back,5542077381,141,13.1,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080895,300,43,1,31,32,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,5541958031,141,80.6,5541958023,56,Left,5541958027,140,62.3,5541958037,213,5.77,5542082535,144,1,5541958033,212,4.8,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080941,246,1,1,31,33,4ku8o6uf87yd8iecdalipo6wd,0,30.8,17.6,5541958251,141,42.1,5541958249,140,20.8,5541958247,56,Back,5541958255,213,2.13,5541958253,212,19.7,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781081289,252,51,1,31,34,4ku8o6uf87yd8iecdalipo6wd,1,26.1,30.3,5541960219,169,303,,,,,,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080943,301,49,1,31,35,agh9ifb2mw3ivjusgedj7c3fe,1,85.6,53.1,,,,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080959,247,45,1,31,35,4ku8o6uf87yd8iecdalipo6wd,0,12.2,47.9,5541958541,233,302,5541958337,56,Back,5541958339,285,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781080981,302,3,1,31,35,agh9ifb2mw3ivjusgedj7c3fe,1,87.8,52.1,5541958535,233,247,5541958477,286,,5541958475,56,Center,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781080985,303,15,1,31,37,agh9ifb2mw3ivjusgedj7c3fe,1,85.6,48.7,5541966069,468,252,5541961913,82,,5541961907,20,,5541962867,458,,5541962859,103,8.3,5541962889,231,52.3,5541962861,214,,5541962883,147,48,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,5541962857,102,47.9,5541962887,230,5541962871,100,,5541962897,233,5542059455,80,,5542059443,114,,86.4,249,5541958497,17,5541962875,101,,5541958499,56,Center,,,5541958495,22,,5541962879,146,,,,96.2,,Barcelona
2781081011,249,10,1,31,37,4ku8o6uf87yd8iecdalipo6wd,1,2.8,51.3,5541958653,56,Back,5541962907,233,303,5541958649,94,,5541958885,14,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781081001,248,43,1,31,38,4ku8o6uf87yd8iecdalipo6wd,1,0,0,5541959025,144,12,5541958593,185,0,5541958595,56,Back,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781081133,304,1,1,31,45,agh9ifb2mw3ivjusgedj7c3fe,1,75.9,13.7,5541959297,212,6.4,5541959299,213,3.04,5541959291,56,Right,5541959293,140,69.8,5541959295,141,14.7,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081143,305,1,1,31,46,agh9ifb2mw3ivjusgedj7c3fe,0,70.1,15,5541959329,141,25,5541959327,140,76.8,5541959335,213,0.77,5541959331,212,9.8,5541959325,56,Center,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081163,250,61,1,31,49,4ku8o6uf87yd8iecdalipo6wd,0,20.4,71.7,5541959457,56,Back,,,,,,,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781081179,306,1,1,31,50,agh9ifb2mw3ivjusgedj7c3fe,0,87.9,27.9,5541959547,56,Center,5541959549,140,90.1,5541959551,141,39.4,5541959553,212,8.2,5541959555,213,1.28,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081287,251,12,1,31,51,4ku8o6uf87yd8iecdalipo6wd,1,11.7,59.9,5541960189,141,95.5,5541960187,140,37.9,5541960193,213,0.72,5541960191,212,36.6,5541960185,56,Back,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781081275,307,1,1,31,56,agh9ifb2mw3ivjusgedj7c3fe,1,57.7,13.2,5541960121,141,29.5,5541960123,212,11.8,5541960125,213,1.22,5541960119,140,61.6,5541960117,56,Center,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081299,308,1,1,31,58,agh9ifb2mw3ivjusgedj7c3fe,1,62.5,28.2,5541960253,212,19.4,5541960255,213,5.6,5541960249,140,76.8,5541960247,56,Right,5541960251,141,10.1,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081335,309,1,1,32,0,agh9ifb2mw3ivjusgedj7c3fe,1,77.3,11.1,5541960459,140,70.1,5541960457,56,Center,5541960461,141,23.1,5541960463,212,11.1,5541960465,213,2.32,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081351,310,1,1,32,2,agh9ifb2mw3ivjusgedj7c3fe,1,70.1,23.1,5541960575,212,12.6,5541960573,141,41.6,5541960577,213,1.5,5541960569,56,Center,5541960571,140,71,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781081365,311,1,1,32,3,agh9ifb2mw3ivjusgedj7c3fe,1,69.6,40.9,5541960625,56,Center,5541960631,212,6.4,5541960633,213,5.85,5541960627,140,75.1,5541960629,141,37,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
