id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,,teamName
2772978437,326,1,1,31,33,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,75.7,5497781949,212,39.4,5497781951,213,5.29,5497781953,1,,5497781943,56,Center,5497781941,155,,5497781945,140,79.2,5497781947,141,27,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978463,327,1,1,31,39,agh9ifb2mw3ivjusgedj7c3fe,1,74.5,26.2,5497782103,212,16.9,5497782097,56,Center,5497782101,141,50.3,5497782105,213,1.81,5497782099,140,70.7,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978469,328,1,1,31,44,agh9ifb2mw3ivjusgedj7c3fe,1,73.4,55.5,5497782127,56,Center,5497782129,140,72.4,5497782133,212,9.4,5497782131,141,69.3,5497782135,213,1.68,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978485,329,1,1,31,45,agh9ifb2mw3ivjusgedj7c3fe,1,72.4,69.3,5497782219,140,72.2,5497782217,56,Center,5497782225,213,4.69,5497782221,141,57,5497782223,212,8.4,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978493,330,1,1,31,47,agh9ifb2mw3ivjusgedj7c3fe,1,71.9,56.3,5497782269,213,5.32,5497782627,210,13,5497782267,212,7.8,5497782263,140,76.1,5497782265,141,46.9,5497782261,56,Center,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Barcelona
2772978501,331,13,1,31,49,agh9ifb2mw3ivjusgedj7c3fe,1,76.6,51.7,5497782641,102,44.7,5497782305,56,Center,5497782303,18,,5497782629,72,,5497782631,121,,5497782647,230,99,5497782643,103,66.7,5497782645,215,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5497782301,22,,5497782637,55,5497782633,74,,5497782649,231,5497782635,29,,,,,,,,,,,330,,,,,,,,,,,,,50.2,,Barcelona
2772978525,173,5,1,31,50,ba5e91hjacvma2sjvixn00pjo,1,-1.4,55.2,5497782427,56,Back,5497782429,346,,5497782431,233,332,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978511,332,5,1,31,50,agh9ifb2mw3ivjusgedj7c3fe,0,101.4,44.8,5497782437,233,173,5497782351,56,Center,5497782353,346,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978595,174,1,1,32,19,ba5e91hjacvma2sjvixn00pjo,0,4.5,52.4,5497782905,213,0.16,5497782901,212,64.6,5497782899,141,67.8,5497782887,124,,5497783793,189,,5497782909,1,,5497782911,74,,5497782891,56,Center,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,5497782895,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978597,333,49,1,32,21,agh9ifb2mw3ivjusgedj7c3fe,1,34.1,27.1,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978601,334,1,1,32,21,agh9ifb2mw3ivjusgedj7c3fe,1,34.1,27.1,5497782931,140,33.5,5497782935,212,8.5,5497782929,56,Back,5497782933,141,39.5,5497782937,213,1.65,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978619,335,1,1,32,23,agh9ifb2mw3ivjusgedj7c3fe,1,34,37.4,5497783023,212,19.4,5497783021,141,63.1,5497783025,213,2.02,5497783017,56,Back,5497783019,140,26,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978627,336,1,1,32,28,agh9ifb2mw3ivjusgedj7c3fe,1,27.3,61.5,5497783087,141,45.5,5497783083,56,Back,5497783085,140,26.9,5497783091,213,4.67,5497783089,212,10.9,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978635,337,1,1,32,30,agh9ifb2mw3ivjusgedj7c3fe,1,25.5,47.5,5497783159,56,Back,5497783161,140,26.2,5497783165,212,12.3,5497783163,141,29.5,5497783167,213,4.77,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978639,338,1,1,32,35,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,27.6,5497783175,56,Back,5497783179,141,40.1,5497783177,140,41,5497783183,213,0.88,5497783181,212,11,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978653,339,1,1,32,35,agh9ifb2mw3ivjusgedj7c3fe,1,41,40.1,5497783245,56,Back,5497783249,141,25.5,5497783253,213,4.29,5497783247,140,36.7,5497783251,212,10.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978673,340,1,1,32,38,agh9ifb2mw3ivjusgedj7c3fe,1,40.8,22.7,5497783371,212,13.6,5497783365,56,Center,5497783369,141,33.4,5497783373,213,0.57,5497783367,140,51.7,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978685,341,1,1,32,41,agh9ifb2mw3ivjusgedj7c3fe,1,53,51.3,5497783449,56,Left,5497783457,213,1.68,5497783451,140,50.7,5497783455,212,21.5,5497783453,141,82.7,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978697,342,1,1,32,45,agh9ifb2mw3ivjusgedj7c3fe,1,50.7,82.7,5497783537,212,12.6,5497783535,141,96.3,5497783531,56,Left,5497783533,140,58.8,5497783539,213,0.83,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978731,343,1,1,32,47,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,96.3,5497783701,212,8.2,5497783697,140,66.4,5497783703,213,6.06,5497783699,141,93.6,5497783695,56,Left,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978745,344,1,1,32,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.1,95.7,5497783779,140,49.9,5497783785,213,3.45,5497783781,141,88.1,5497783783,212,16.8,5497783777,56,Back,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978749,345,1,1,32,53,agh9ifb2mw3ivjusgedj7c3fe,1,48,87.5,5497783801,56,Back,5497783805,141,53.1,5497783803,140,46.4,5497783807,212,23.5,5497783809,213,4.64,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978765,346,1,1,32,55,agh9ifb2mw3ivjusgedj7c3fe,1,46.2,49.1,5497783903,140,60.3,5497783901,56,Center,5497783905,141,38.8,5497783907,212,16.4,5497783909,213,5.84,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978777,347,1,1,32,59,agh9ifb2mw3ivjusgedj7c3fe,1,61,39.4,5497783967,56,Center,5497783975,213,0.31,5497783971,141,41.5,5497783973,212,4.7,5497783969,140,65.3,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978779,348,50,1,33,1,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,41.7,5497783981,286,,5497783979,56,Center,5497783987,233,175,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978775,175,7,1,33,1,ba5e91hjacvma2sjvixn00pjo,0,32.7,58.3,5497783983,233,348,5497783963,285,,5497783961,56,Back,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978783,176,45,1,33,4,ba5e91hjacvma2sjvixn00pjo,0,34.2,51.8,5497784007,56,Back,5497784063,233,349,5497784009,285,,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978793,349,3,1,33,4,agh9ifb2mw3ivjusgedj7c3fe,1,65.8,48.2,5497784053,286,,5497784051,56,Center,5497784055,233,176,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978803,350,1,1,33,5,agh9ifb2mw3ivjusgedj7c3fe,1,67.8,55.4,5497784099,140,79.3,5497784101,141,50.3,5497784105,212,12.6,5497784095,56,Center,5497784091,155,,5497784109,213,6,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978825,351,1,1,33,7,agh9ifb2mw3ivjusgedj7c3fe,1,79.3,50.3,5497789643,168,,5497784141,3,,5497784145,140,85.2,5497784143,56,Center,5497784147,141,39.4,5497784149,212,9.7,5497784151,213,5.41,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978833,352,1,1,33,9,agh9ifb2mw3ivjusgedj7c3fe,0,84.5,39.5,5497784231,236,,5497784233,233,177,5497784237,286,,5497784173,56,Center,5497784187,213,5.77,5497784181,141,37.6,5497784177,140,86.7,5497784183,212,2.6,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978841,177,74,1,33,9,ba5e91hjacvma2sjvixn00pjo,1,16.3,63.9,5497784215,285,,5497784213,56,Back,5497784239,233,352,,,,,,,,,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978845,178,61,1,33,11,ba5e91hjacvma2sjvixn00pjo,1,16.2,60.6,5497784243,56,Back,,,,,,,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978861,179,12,1,33,13,ba5e91hjacvma2sjvixn00pjo,1,15.1,56.4,5497784305,212,26.6,5497784301,140,39.8,5497784303,141,47.6,5497784307,213,6.06,5497784299,56,Back,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978863,180,61,1,33,14,ba5e91hjacvma2sjvixn00pjo,0,39.8,47.6,5497784309,56,Back,,,,,,,,,,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978879,354,1,1,33,18,agh9ifb2mw3ivjusgedj7c3fe,1,51.4,80.6,5497784377,213,0.29,5497784369,56,Left,5497784373,141,84.2,5497784371,140,59.1,5497784375,212,8.4,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978885,355,1,1,33,19,agh9ifb2mw3ivjusgedj7c3fe,1,61,84.1,5497784407,212,9.5,5497784401,56,Left,5497784405,141,84.5,5497784403,140,52,5497784409,213,3.11,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978901,356,1,1,33,21,agh9ifb2mw3ivjusgedj7c3fe,1,52,84.5,5497784479,141,94.2,5497784475,56,Left,5497784481,212,12.1,5497784483,213,0.57,5497784477,140,61.7,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978921,357,1,1,33,25,agh9ifb2mw3ivjusgedj7c3fe,1,60.2,90,5497784589,213,4.39,5497784583,140,57.5,5497784581,56,Center,5497784585,141,77.5,5497784587,212,9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978945,358,1,1,33,28,agh9ifb2mw3ivjusgedj7c3fe,1,57.9,72.9,5497784701,141,46.3,5497784705,213,4.92,5497784703,212,18.5,5497784699,140,61.5,5497784697,56,Center,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978975,359,1,1,33,31,agh9ifb2mw3ivjusgedj7c3fe,1,65.4,42.8,5497784847,213,5.3,5497784845,212,26.2,5497784841,140,79.2,5497784839,56,Right,5497784843,141,10.7,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979003,360,1,1,33,35,agh9ifb2mw3ivjusgedj7c3fe,1,76.7,15.3,5497784971,56,Center,5497784975,141,35.4,5497784973,140,80.7,5497784979,213,1.27,5497784977,212,14.3,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979011,361,3,1,33,37,agh9ifb2mw3ivjusgedj7c3fe,0,83.2,36.3,5497785003,56,Center,5497785019,233,181,5497785005,286,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772978995,181,7,1,33,37,ba5e91hjacvma2sjvixn00pjo,1,16.8,63.7,5497785011,233,361,5497784939,56,Back,5497784941,285,,,,,,,,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772978999,182,49,1,33,38,ba5e91hjacvma2sjvixn00pjo,1,12,58.7,,,,,,,,,,,,,,,,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979025,183,1,1,33,38,ba5e91hjacvma2sjvixn00pjo,1,12,58.7,5497785075,56,Back,5497785079,141,48.5,5497785083,213,5.76,5497785077,140,23.5,5497785081,212,13.9,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979043,184,1,1,33,39,ba5e91hjacvma2sjvixn00pjo,1,23.5,48.5,5497785179,56,Back,5497785187,213,6.14,5497785185,212,12.3,5497785181,140,35.1,5497785183,141,46,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979071,185,3,1,33,42,ba5e91hjacvma2sjvixn00pjo,1,40.2,35.2,5497785329,286,,5497785343,233,362,5497785327,56,Back,,,,,,,,,,,,,,,,66fshzi5f86wt1lwa4kdhiooa,Fran Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979041,362,45,1,33,42,agh9ifb2mw3ivjusgedj7c3fe,0,59.8,64.8,5497785175,56,Center,5497785177,285,,5497785363,233,185,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979091,186,1,1,33,49,ba5e91hjacvma2sjvixn00pjo,1,67.7,7.6,5497785457,140,58.8,5497785463,213,3.18,5497785461,212,9.4,5497785455,56,Right,5497785459,141,7.1,,,,,,,,,,66fshzi5f86wt1lwa4kdhiooa,Fran Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979093,187,3,1,33,51,ba5e91hjacvma2sjvixn00pjo,1,59.8,12.2,5497785477,56,Right,5497785479,286,,5497785493,233,363,,,,,,,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979087,363,45,1,33,51,agh9ifb2mw3ivjusgedj7c3fe,0,40.2,87.8,5497785497,233,187,5497785419,285,,5497785417,56,Back,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979103,188,1,1,33,53,ba5e91hjacvma2sjvixn00pjo,1,49.7,17.2,5497785537,213,3.2,5497785535,212,7.4,5497785531,140,42.7,5497785533,141,16.6,5497785529,56,Back,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979109,189,1,1,33,54,ba5e91hjacvma2sjvixn00pjo,1,42.7,16.6,5497785579,140,52.8,5497785581,141,25.6,5497785585,213,0.52,5497785577,56,Center,5497785583,212,12.2,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979111,190,50,1,33,55,ba5e91hjacvma2sjvixn00pjo,1,48.4,28.4,5497785667,233,364,5497785589,56,Back,5497785591,286,,,,,,,,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979121,364,7,1,33,55,agh9ifb2mw3ivjusgedj7c3fe,0,51.6,71.6,5497785657,56,Center,5497785661,233,190,5497785659,285,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979113,191,43,1,33,56,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497785593,56,Center,5497827991,144,61,,,,,,,,,,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979119,192,50,1,33,58,ba5e91hjacvma2sjvixn00pjo,1,48,29.6,5497785755,233,365,5497785655,286,,5497785653,56,Back,,,,,,,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979137,365,7,1,33,58,agh9ifb2mw3ivjusgedj7c3fe,0,52,70.4,5497785731,285,,5497785749,233,192,5497785729,56,Center,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979143,193,61,1,33,59,ba5e91hjacvma2sjvixn00pjo,1,52.1,28,5497785757,56,Center,,,,,,,,,,,,,,,,,,,,,,70ursnnskhuf7zkltyrudquax,M. Aarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979149,366,49,1,34,2,agh9ifb2mw3ivjusgedj7c3fe,1,52.7,88.6,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979151,367,4,1,34,4,agh9ifb2mw3ivjusgedj7c3fe,1,51.9,88.8,5497785787,13,,5497785791,56,Left,5497785795,286,,5497785891,233,194,5497785793,152,,5497785789,295,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979161,194,4,1,34,4,ba5e91hjacvma2sjvixn00pjo,0,48.1,11.2,5497785883,295,,5497785881,13,,5497785885,56,Back,5497785887,152,,5497785897,233,367,5497785889,285,,,,,,,,66fshzi5f86wt1lwa4kdhiooa,Fran Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979253,368,1,1,34,27,agh9ifb2mw3ivjusgedj7c3fe,1,57,88.3,5497786363,56,Center,5497786361,152,,5497786365,140,52.9,5497786367,141,67.9,5497786369,212,14.5,5497786359,5,,5497786371,213,4.41,5497786381,189,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979265,369,1,1,34,28,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,67.9,5497786429,213,4.66,5497786427,212,13.1,5497786423,140,52.3,5497786425,141,48.7,5497786421,56,Center,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979269,370,1,1,34,29,agh9ifb2mw3ivjusgedj7c3fe,0,52.3,48.7,5497786447,140,58.3,5497786453,213,0.56,5497786451,212,7.4,5497786445,56,Center,5497786449,141,54.5,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979271,195,8,1,34,30,ba5e91hjacvma2sjvixn00pjo,1,38.3,45.8,5497786455,56,Back,,,,,,,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979277,196,49,1,34,31,ba5e91hjacvma2sjvixn00pjo,1,38.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979301,197,1,1,34,31,ba5e91hjacvma2sjvixn00pjo,1,38.5,46.7,5497786571,141,65.3,5497786575,213,0.89,5497786569,140,48.2,5497786573,212,16.2,5497786567,56,Back,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979313,198,1,1,34,34,ba5e91hjacvma2sjvixn00pjo,1,60.1,70.8,5497786609,213,0.77,5497786605,141,92.9,5497786601,56,Left,5497786603,140,74.8,5497786607,212,21.5,,,,,,,,,,eg2jk0f0l2l1gurwwn2au6nyt,Sergi Canós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979315,199,3,1,34,36,ba5e91hjacvma2sjvixn00pjo,0,79.4,94.2,5497786631,286,,5497786629,56,Left,5497786755,233,371,,,,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979321,371,7,1,34,36,agh9ifb2mw3ivjusgedj7c3fe,1,20.6,5.8,5497786727,285,,5497786725,56,Back,5497786733,233,199,5497786723,167,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979343,200,5,1,34,38,ba5e91hjacvma2sjvixn00pjo,1,79.4,101.8,5497786863,347,,5497786861,56,Left,5497786885,233,372,,,,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979335,372,5,1,34,38,agh9ifb2mw3ivjusgedj7c3fe,0,20.6,-1.8,5497786815,347,,5497786813,56,Back,5497786893,233,200,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772979451,201,1,1,35,1,ba5e91hjacvma2sjvixn00pjo,1,80.2,100,5497787519,56,Left,5497787523,141,88.5,5497787525,212,20.4,5497787521,140,97.8,5497787527,213,5.84,5497787517,107,,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772979453,202,43,1,35,5,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497789301,144,50,5497787533,286,0,5497787531,56,Left,5497787813,233,373,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
