id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,teamName
2806609635,77,1,1,12,10,3kq9cckrnlogidldtdie2fkbl,1,40.5,18,2025-04-26T20:13:00.860Z,2025-04-26T20:13:02Z,5682171795,140,40.8,5682171801,213,1.54,5682171793,56,Back,5682171797,141,31.3,5682171799,212,9,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609669,78,1,1,12,12,3kq9cckrnlogidldtdie2fkbl,1,42.6,28.1,2025-04-26T20:13:02.364Z,2025-04-26T20:13:05Z,5682172027,212,12.3,5682172025,141,10.3,5682172023,140,44.6,5682172021,56,Back,5682172029,213,4.88,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609673,79,1,1,12,14,3kq9cckrnlogidldtdie2fkbl,0,45.1,10.1,2025-04-26T20:13:04.925Z,2025-04-26T20:13:06Z,5682172061,212,5.9,5682172151,236,,5682172059,141,10.1,5682172157,286,,5682172057,140,50.7,5682172153,233,130,5682172063,213,0,5682172053,155,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,5682172055,56,,,,,,,Right,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609681,130,74,1,12,14,agh9ifb2mw3ivjusgedj7c3fe,1,51.8,93.6,2025-04-26T20:13:04.926Z,2025-04-26T20:16:45Z,5682172123,56,Left,5682172125,285,,5682172171,233,79,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806609719,80,5,1,12,16,3kq9cckrnlogidldtdie2fkbl,1,50.8,-1.6,2025-04-26T20:13:06.429Z,2025-04-26T20:13:10Z,5682172363,347,,5682172365,233,131,5682172361,56,Right,,,,,,,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609705,131,5,1,12,16,agh9ifb2mw3ivjusgedj7c3fe,0,49.2,101.6,2025-04-26T20:13:06.429Z,2025-04-26T20:16:42Z,5682172263,347,,5682172399,233,80,5682172261,56,Back,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806609825,81,1,1,12,22,3kq9cckrnlogidldtdie2fkbl,1,52.9,0,2025-04-26T20:13:13.053Z,2025-04-26T20:13:14Z,5682173011,56,Back,5682173019,213,2.53,5682173009,107,,5682173017,212,14.9,5682173015,141,10.5,5682173013,140,41.3,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609893,82,1,1,12,24,3kq9cckrnlogidldtdie2fkbl,1,41.3,10.5,2025-04-26T20:13:14.365Z,2025-04-26T20:13:18Z,5682173393,213,0,5682173387,140,61.9,5682173389,141,10.6,5682173391,212,21.6,5682173385,56,Right,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609913,83,50,1,12,27,3kq9cckrnlogidldtdie2fkbl,1,62.2,5.2,2025-04-26T20:13:18.088Z,2025-04-26T21:00:38Z,5682173523,233,132,5682173499,286,,5682173497,56,Right,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609907,132,7,1,12,27,agh9ifb2mw3ivjusgedj7c3fe,1,37.8,94.8,2025-04-26T20:13:18.089Z,2025-04-26T21:00:38Z,5682173519,233,83,5682173477,285,,5682173475,56,Back,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806609917,133,49,1,12,28,agh9ifb2mw3ivjusgedj7c3fe,1,37.5,95.7,2025-04-26T20:13:18.554Z,2025-04-26T20:13:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806609929,84,83,1,12,29,3kq9cckrnlogidldtdie2fkbl,0,62,5.9,2025-04-26T20:13:19.708Z,2025-04-26T20:13:23Z,5682173879,399,6l1y87tlepsvr83d8y2qifeqy,,,,,,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806609985,134,1,1,12,29,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,93,2025-04-26T20:13:19.978Z,2025-04-26T20:13:23Z,5682173845,213,3.69,5682173827,56,Back,5682173837,141,85.1,5682173841,212,10.3,5682173833,140,22.2,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610099,135,1,1,12,35,agh9ifb2mw3ivjusgedj7c3fe,1,13.1,67.9,2025-04-26T20:13:26.234Z,2025-04-26T20:13:29Z,5682174477,56,Back,5682174481,140,23.8,5682174489,213,5.15,5682174485,141,32.7,5682174487,212,26.4,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610175,136,1,1,12,39,agh9ifb2mw3ivjusgedj7c3fe,1,26.5,30.4,2025-04-26T20:13:29.338Z,2025-04-26T20:13:34Z,5682174899,212,16.2,5682174897,141,24.9,5682174893,56,Back,5682174901,213,6.05,5682174895,140,41.5,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610249,137,1,1,12,43,agh9ifb2mw3ivjusgedj7c3fe,1,51.8,25,2025-04-26T20:13:34.170Z,2025-04-26T20:13:37Z,5682175343,212,12.2,5682175345,213,4.96,5682175341,141,7.6,5682175339,140,54.6,5682175337,56,Right,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610267,85,45,1,12,47,3kq9cckrnlogidldtdie2fkbl,0,25,95.4,2025-04-26T20:13:37.834Z,2025-04-26T20:13:46Z,5682175809,233,138,5682175425,285,,5682175421,56,Back,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806610339,138,3,1,12,47,agh9ifb2mw3ivjusgedj7c3fe,1,75,4.6,2025-04-26T20:13:37.834Z,2025-04-26T20:13:47Z,5682175707,286,,5682175773,233,85,5682175705,56,Right,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610335,86,83,1,12,52,3kq9cckrnlogidldtdie2fkbl,0,9.7,81.8,2025-04-26T20:13:43.261Z,2025-04-26T20:13:45Z,5682175911,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806610349,139,61,1,12,53,agh9ifb2mw3ivjusgedj7c3fe,0,92,16.8,2025-04-26T20:13:43.482Z,2025-04-26T20:13:44Z,5682175749,56,Right,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610391,87,61,1,12,53,3kq9cckrnlogidldtdie2fkbl,0,2.2,68.5,2025-04-26T20:13:43.517Z,2025-04-26T21:05:17Z,5682176003,56,Back,,,,,,,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806610409,88,6,1,12,54,3kq9cckrnlogidldtdie2fkbl,0,0,75.4,2025-04-26T20:13:44.939Z,2025-04-26T20:16:52Z,5682176191,233,140,5682176089,73,,5682176087,56,Back,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806610421,140,6,1,12,54,agh9ifb2mw3ivjusgedj7c3fe,1,100,24.6,2025-04-26T20:13:44.939Z,2025-04-26T20:13:50Z,5682176173,233,88,5682176161,75,,5682176159,56,Center,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610763,141,1,1,13,24,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,0.5,2025-04-26T20:14:14.604Z,2025-04-26T20:14:15Z,5682178277,141,51.5,5682178259,2,,5682178261,6,,5682178269,223,,5682178281,212,34.8,5682178289,1,,5682178273,140,96.4,5682178267,155,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5682178285,213,5682178271,56,Center,,,,1.66,,,,,,,,,,,,,,,,,,,,Barcelona
2806610779,89,12,1,13,26,3kq9cckrnlogidldtdie2fkbl,1,6.2,56.9,2025-04-26T20:14:16.494Z,2025-04-26T20:14:19Z,5682178375,140,15.1,5682178373,56,Back,5682178405,15,,5682178381,213,5.02,5682178377,141,14,5682178379,212,30.6,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806610877,142,1,1,13,29,agh9ifb2mw3ivjusgedj7c3fe,1,83.7,91.2,2025-04-26T20:14:19.563Z,2025-04-26T20:14:24Z,5682178973,56,Left,5682178981,213,3.36,5682178975,140,70.1,5682178977,141,86.5,5682178979,212,14.6,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806610957,143,1,1,13,34,agh9ifb2mw3ivjusgedj7c3fe,1,63.4,78.5,2025-04-26T20:14:24.379Z,2025-04-26T20:14:29Z,5682179445,56,Center,5682179451,212,32.7,5682179447,140,62.2,5682179453,213,4.67,5682179455,1,,5682179449,141,30.4,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611011,144,1,1,13,39,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,29.4,2025-04-26T20:14:29.643Z,2025-04-26T20:14:33Z,5682179793,56,Center,5682179801,213,1.43,5682179795,140,62,5682179799,212,6.5,5682179797,141,38.9,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611039,145,1,1,13,43,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,48.8,2025-04-26T20:14:33.435Z,2025-04-26T20:14:35Z,5682179991,141,61.2,5682179993,212,10.3,5682179987,56,Center,5682179989,140,75.8,5682179995,213,0.96,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611041,146,50,1,13,45,agh9ifb2mw3ivjusgedj7c3fe,1,73.6,52.8,2025-04-26T20:14:35.323Z,2025-04-26T20:14:39Z,5682180023,56,Center,5682180025,286,,5682180183,233,90,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611063,90,7,1,13,45,3kq9cckrnlogidldtdie2fkbl,0,26.4,47.2,2025-04-26T20:14:35.324Z,2025-04-26T20:14:40Z,5682180149,233,146,5682180139,56,Back,5682180141,285,,,,,,,,,,,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611071,147,61,1,13,47,agh9ifb2mw3ivjusgedj7c3fe,1,65.5,57.6,2025-04-26T20:14:37.526Z,2025-04-26T20:14:37Z,5682180179,56,Center,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611175,148,1,1,13,48,agh9ifb2mw3ivjusgedj7c3fe,1,65.1,59.1,2025-04-26T20:14:38.780Z,2025-04-26T20:14:43Z,5682180761,140,55.7,5682180759,56,Center,5682180767,213,2.27,5682180763,141,76.3,5682180765,212,15.3,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611237,149,1,1,13,53,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,78.1,2025-04-26T20:14:43.612Z,2025-04-26T20:14:46Z,5682181151,140,72.7,5682181149,56,Left,5682181157,213,1,5682181153,141,96.3,5682181155,212,14.7,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611309,150,1,1,13,56,agh9ifb2mw3ivjusgedj7c3fe,1,67.4,91.5,2025-04-26T20:14:46.604Z,2025-04-26T20:14:51Z,5682181561,213,4.28,5682181559,212,24.3,5682181557,141,59.1,5682181553,56,Center,5682181555,140,57.6,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611327,151,1,1,14,0,agh9ifb2mw3ivjusgedj7c3fe,1,76,44.6,2025-04-26T20:14:51.196Z,2025-04-26T20:14:52Z,5682181639,212,14.5,5682181641,213,5.55,5682181637,141,30.3,5682181633,56,Center,5682181635,140,86.2,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611335,152,1,1,14,1,agh9ifb2mw3ivjusgedj7c3fe,0,86.2,30.3,2025-04-26T20:14:52.188Z,2025-04-26T20:14:52Z,5682181691,141,35.8,5682181695,213,0.66,5682181689,140,90.8,5682181687,56,Center,5682181693,212,6.1,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611361,91,8,1,14,3,3kq9cckrnlogidldtdie2fkbl,1,29,54.4,2025-04-26T20:14:53.648Z,2025-04-26T20:18:41Z,5682181835,56,Back,,,,,,,,,,,,,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611439,92,12,1,14,5,3kq9cckrnlogidldtdie2fkbl,1,23.8,56.9,2025-04-26T20:14:55.967Z,2025-04-26T20:18:39Z,5682182231,212,8.4,5682182229,141,54.4,5682182227,140,31.6,5682182233,213,6.08,5682182223,56,Back,,,,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611461,93,1,1,14,7,3kq9cckrnlogidldtdie2fkbl,1,31.6,54.4,2025-04-26T20:14:57.312Z,2025-04-26T20:14:58Z,5682182343,141,42.8,5682182345,212,8.2,5682182339,56,Back,5682182341,140,29.6,5682182347,213,4.45,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611487,94,1,1,14,8,3kq9cckrnlogidldtdie2fkbl,0,29.6,42.8,2025-04-26T20:14:58.752Z,2025-04-26T20:18:38Z,5682182501,213,0.57,5682182499,212,4.4,5682182491,56,Back,5682182497,141,46.3,5682182495,140,33.1,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611493,95,4,1,14,9,3kq9cckrnlogidldtdie2fkbl,1,31,49.5,2025-04-26T20:14:59.823Z,2025-04-26T20:16:44Z,5682182587,152,,5682182589,265,,5682182585,56,Back,5682182591,285,,5682182657,233,153,5682182583,13,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611495,153,4,1,14,9,agh9ifb2mw3ivjusgedj7c3fe,0,69,50.5,2025-04-26T20:14:59.824Z,2025-04-26T20:16:45Z,5682182611,265,,5682182609,152,,5682182613,286,,5682182705,233,95,5682182605,13,,5682182607,56,Center,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611585,96,1,1,14,17,3kq9cckrnlogidldtdie2fkbl,1,31.3,50,2025-04-26T20:15:07.472Z,2025-04-26T20:15:16Z,5682183159,56,Back,5682183161,140,26.8,5682183169,213,4.39,5682184023,189,,5682183163,141,29.1,5682183155,5,,5682183167,212,15,5682183157,152,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611621,97,1,1,14,18,3kq9cckrnlogidldtdie2fkbl,1,26.8,29.1,2025-04-26T20:15:08.304Z,2025-04-26T20:15:10Z,5682183363,213,2.74,5682183355,56,Back,5682183359,141,35.2,5682183361,212,10.6,5682183357,140,17.5,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611697,98,1,1,14,19,3kq9cckrnlogidldtdie2fkbl,1,15.4,30.8,2025-04-26T20:15:09.824Z,2025-04-26T20:15:13Z,5682183773,141,15,5682183775,212,31.6,5682183771,140,43.7,5682183769,56,Back,5682183767,155,,5682183777,213,5.94,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611701,99,50,1,14,22,3kq9cckrnlogidldtdie2fkbl,1,41.5,16.3,2025-04-26T20:15:12.411Z,2025-04-26T21:00:39Z,5682184037,233,154,5682183797,56,Back,5682183799,286,,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611737,154,7,1,14,22,agh9ifb2mw3ivjusgedj7c3fe,1,58.5,83.7,2025-04-26T20:15:12.412Z,2025-04-26T21:00:39Z,5682183951,56,Left,5682184003,233,99,5682183953,285,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611741,155,61,1,14,25,agh9ifb2mw3ivjusgedj7c3fe,1,70.6,88.3,2025-04-26T20:15:15.830Z,2025-04-26T20:15:16Z,5682183967,56,Left,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611763,156,49,1,14,26,agh9ifb2mw3ivjusgedj7c3fe,1,63.6,85.9,2025-04-26T20:15:16.941Z,2025-04-26T20:15:17Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611825,157,50,1,14,29,agh9ifb2mw3ivjusgedj7c3fe,1,70.4,74.6,2025-04-26T20:15:20.255Z,2025-04-26T20:19:33Z,5682184397,56,Center,5682208957,233,100,5682184403,286,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611821,100,7,1,14,29,3kq9cckrnlogidldtdie2fkbl,0,29.6,25.4,2025-04-26T20:15:20.256Z,2025-04-26T20:19:30Z,5682208613,285,,5682208663,233,157,5682208611,56,Back,,,,,,,,,,,,,,,,broq8imimhtlejtffissquy5m,Rodrygo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806617683,219,1,1,14,30,agh9ifb2mw3ivjusgedj7c3fe,0,70.2,78.7,2025-04-26T20:15:20.381Z,2025-04-26T20:21:59Z,5682220813,236,,5682220815,233,101,5682220789,213,6,5682220785,141,77.7,5682220779,56,Center,5682220783,140,72.4,5682220787,212,2.4,5682220819,286,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806611847,101,74,1,14,30,3kq9cckrnlogidldtdie2fkbl,1,30,22.4,2025-04-26T20:15:20.382Z,2025-04-26T20:21:47Z,5682184535,56,Back,5682220847,233,219,5682184537,285,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806611935,158,1,1,14,32,agh9ifb2mw3ivjusgedj7c3fe,1,60.7,84.1,2025-04-26T20:15:22.813Z,2025-04-26T20:15:27Z,5682184979,213,3.82,5682184971,56,Back,5682184981,1,,5682184973,140,31,5682184975,141,47,5682184977,212,40.1,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612045,159,1,1,14,36,agh9ifb2mw3ivjusgedj7c3fe,1,31.8,46,2025-04-26T20:15:26.973Z,2025-04-26T20:15:34Z,5682185627,141,15.2,5682185631,213,5.08,5682185629,212,22.5,5682185625,140,39.5,5682185623,56,Back,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612131,160,1,1,14,43,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,13.4,2025-04-26T20:15:34.077Z,2025-04-26T20:15:39Z,5682186127,141,14.9,5682186129,212,18.9,5682186131,213,3.09,5682186125,140,22.1,5682186123,56,Back,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612165,161,1,1,14,48,agh9ifb2mw3ivjusgedj7c3fe,1,24.5,14.1,2025-04-26T20:15:38.845Z,2025-04-26T20:15:41Z,5682186313,56,Back,5682186315,140,9.9,5682186321,213,2.29,5682186319,212,23.2,5682186317,141,39.7,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612261,162,1,1,14,50,agh9ifb2mw3ivjusgedj7c3fe,1,15.1,46.1,2025-04-26T20:15:40.861Z,2025-04-26T20:15:46Z,5682186927,140,28.8,5682186931,212,21.2,5682186929,141,69,5682186925,56,Back,5682186933,213,0.83,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612307,163,1,1,14,56,agh9ifb2mw3ivjusgedj7c3fe,1,46.8,85.4,2025-04-26T20:15:46.717Z,2025-04-26T20:15:49Z,5682187157,140,67.1,5682187159,141,94.7,5682187161,212,22.2,5682187155,56,Left,5682187163,213,0.29,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612335,164,1,1,14,58,agh9ifb2mw3ivjusgedj7c3fe,1,72.2,95,2025-04-26T20:15:49.246Z,2025-04-26T20:15:51Z,5682187335,213,5.7,5682187333,212,21.3,5682187327,56,Center,5682187331,141,77.6,5682187329,140,89.1,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612365,165,1,1,15,1,agh9ifb2mw3ivjusgedj7c3fe,0,90.3,77.3,2025-04-26T20:15:51.582Z,2025-04-26T20:15:53Z,5682187545,140,88.3,5682187543,56,Center,5682187547,141,36.9,5682187551,213,4.64,5682187549,212,27.6,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612381,102,49,1,15,4,3kq9cckrnlogidldtdie2fkbl,1,9.4,65.8,2025-04-26T20:15:54.385Z,2025-04-26T20:15:54Z,,,,,,,,,,,,,,,,,,,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806612443,103,1,1,15,6,3kq9cckrnlogidldtdie2fkbl,0,3.6,73.7,2025-04-26T20:15:56.529Z,2025-04-26T20:15:57Z,5682187943,212,36.2,5682187935,157,,5682187945,213,0.3,5682187941,141,89.4,5682187939,140,36.5,5682187947,1,,5682187937,56,Back,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2806612451,166,49,1,15,7,agh9ifb2mw3ivjusgedj7c3fe,1,70.7,9.2,2025-04-26T20:15:57.829Z,2025-04-26T20:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612489,167,1,1,15,7,agh9ifb2mw3ivjusgedj7c3fe,1,72.3,11.9,2025-04-26T20:15:58.174Z,2025-04-26T20:16:00Z,5682188195,56,Center,5682188201,212,10.6,5682188197,140,76.4,5682188203,213,1.15,5682188199,141,26.2,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2806612555,168,1,1,15,10,agh9ifb2mw3ivjusgedj7c3fe,1,76.7,28.2,2025-04-26T20:16:00.302Z,2025-04-26T20:16:04Z,5682188575,140,72.1,5682188581,213,1.88,5682188573,56,Center,5682188577,141,50.1,5682188579,212,15.7,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
