id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,teamName
2765765191,74,1,1,9,27,ah8dala7suqqkj04n2l8xz4zd,1,32.2,25,2025-01-15T20:12:35.789Z,2025-01-15T20:12:36Z,5458757827,212,9.5,5458757819,140,29.3,5458757815,56,Back,5458757831,213,4.39,5458757823,141,11.8,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765225,75,1,1,9,28,ah8dala7suqqkj04n2l8xz4zd,1,29.1,11.8,2025-01-15T20:12:36.637Z,2025-01-15T20:12:39Z,5458758015,140,36.4,5458758019,141,25.9,5458758011,56,Back,5458758023,212,12.3,5458758025,213,0.9,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765253,76,1,1,9,30,ah8dala7suqqkj04n2l8xz4zd,1,39.1,23.9,2025-01-15T20:12:39.189Z,2025-01-15T20:12:40Z,5458758145,140,56.1,5458758149,212,18.3,5458758143,56,Center,5458758151,213,0.21,5458758147,141,29.5,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765345,77,2,1,9,32,ah8dala7suqqkj04n2l8xz4zd,1,56.2,28.7,2025-01-15T20:12:40.461Z,2025-01-15T20:13:03Z,5458758551,141,18.1,5458758549,140,81.2,5458760061,56,Right,5458760059,7,30ed2aojjzmqigq6vkcrzc8pg,,,,,,,,,,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765659,147,55,1,9,32,agh9ifb2mw3ivjusgedj7c3fe,1,40.4,71.2,2025-01-15T20:12:40.462Z,2025-01-15T20:13:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765765419,78,43,1,9,37,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:12:46.061Z,2025-01-15T20:13:01Z,5458759913,144,1,5458758889,213,1.47,5458758873,2,0,5458758875,155,0,5458758883,141,54.9,5458758879,140,91.4,5458758877,56,Center,5458758887,212,20.4,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765429,79,43,1,9,39,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:12:47.909Z,2025-01-15T20:12:59Z,5458758933,252,0,5458759813,144,39,5458758923,17,0,5458758919,22,0,5458758927,56,Center,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765765653,146,43,1,9,41,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-15T20:12:49.305Z,2025-01-15T20:13:02Z,5458760041,144,5,5458759953,346,0,5458759951,56,Back,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765765461,80,43,1,9,42,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:12:51.062Z,2025-01-15T20:12:54Z,5458759051,56,Center,5458759053,346,0,5458759301,144,5,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766017,148,1,1,10,13,agh9ifb2mw3ivjusgedj7c3fe,1,33.4,72.7,2025-01-15T20:13:21.783Z,2025-01-15T20:13:22Z,5458761677,241,,5458761687,213,4.43,5458761685,212,8.6,5458761681,140,31.1,5458761683,141,60.5,5458761679,56,Back,5458761675,5,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766037,149,1,1,10,14,agh9ifb2mw3ivjusgedj7c3fe,1,28.4,59.3,2025-01-15T20:13:22.839Z,2025-01-15T20:13:24Z,5458761769,140,40.8,5458761775,213,6.15,5458761771,141,56.7,5458761773,212,13.1,5458761767,56,Back,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766085,150,1,1,10,17,agh9ifb2mw3ivjusgedj7c3fe,1,41.4,59,2025-01-15T20:13:26.184Z,2025-01-15T20:13:27Z,5458761963,213,0.93,5458761961,212,30.2,5458761957,140,58.7,5458761959,141,94.5,5458761955,56,Left,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766091,81,45,1,10,19,ah8dala7suqqkj04n2l8xz4zd,0,43,8.9,2025-01-15T20:13:27.416Z,2025-01-15T20:13:46Z,5458761987,285,,5458761985,56,Back,5458762103,233,151,,,,,,,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766101,151,3,1,10,19,agh9ifb2mw3ivjusgedj7c3fe,1,57,91.1,2025-01-15T20:13:27.416Z,2025-01-15T20:13:46Z,5458762041,286,,5458762087,233,81,5458762039,56,Left,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766131,152,1,1,10,20,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,85.6,2025-01-15T20:13:28.840Z,2025-01-15T20:13:32Z,5458762219,212,12,5458762215,140,42.2,5458762213,56,Back,5458762221,213,2.87,5458762217,141,90.3,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766155,153,1,1,10,23,agh9ifb2mw3ivjusgedj7c3fe,1,41.2,86.8,2025-01-15T20:13:32.087Z,2025-01-15T20:13:34Z,5458762347,56,Back,5458762355,212,14.3,5458762351,140,34.9,5458762353,141,68.2,5458762357,213,4.23,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766197,154,1,1,10,26,agh9ifb2mw3ivjusgedj7c3fe,1,32.6,66.6,2025-01-15T20:13:34.552Z,2025-01-15T20:13:37Z,5458762577,212,16.1,5458762571,56,Back,5458762573,140,47.7,5458762575,141,62.1,5458762579,213,6.09,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766267,155,2,1,10,28,agh9ifb2mw3ivjusgedj7c3fe,1,47.7,59.6,2025-01-15T20:13:36.871Z,2025-01-15T20:13:44Z,5458762961,56,Right,5458762913,141,6.1,5458762911,140,86,5458762953,7,abr79wsl0folgkyvl821ggs2c,5458762957,1,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766307,82,55,1,10,28,ah8dala7suqqkj04n2l8xz4zd,1,36.2,41.7,2025-01-15T20:13:36.872Z,2025-01-15T21:07:51Z,,,,,,,,,,,,,,,,,,,,,,,,,evpjdko94awbqbbl5wl9hto7p,Marc Bartra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766535,83,1,1,10,57,ah8dala7suqqkj04n2l8xz4zd,1,21.6,90.8,2025-01-15T20:14:05.781Z,2025-01-15T20:14:15Z,5458764253,141,68.7,5458764967,189,,5458764247,56,Back,5458764255,212,19.7,5458764245,241,,5458764249,140,9.4,5458764257,213,4.01,5458764243,5,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766553,84,1,1,10,58,ah8dala7suqqkj04n2l8xz4zd,1,9.4,68.7,2025-01-15T20:14:06.709Z,2025-01-15T20:14:14Z,5458764331,56,Back,5458764343,212,15.4,5458764341,141,91.2,5458764337,140,11.4,5458764345,213,1.43,,,,,,,,,,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766579,85,1,1,11,0,ah8dala7suqqkj04n2l8xz4zd,1,10.1,87.9,2025-01-15T20:14:08.404Z,2025-01-15T20:14:10Z,5458764439,141,94.8,5458764435,56,Back,5458764437,140,21.9,5458764443,213,0.36,5458764441,212,13.2,,,,,,,,,,2r4450bqkmpcf1ogmcfhvczmy,Natan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766583,86,3,1,11,1,ah8dala7suqqkj04n2l8xz4zd,0,21.8,96.2,2025-01-15T20:14:09.988Z,2025-01-15T20:14:15Z,5458764751,233,156,5458764461,285,,5458764459,56,Back,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766639,156,7,1,11,1,agh9ifb2mw3ivjusgedj7c3fe,1,78.2,3.8,2025-01-15T20:14:09.989Z,2025-01-15T20:14:15Z,5458764681,286,,5458764717,233,86,5458764679,56,Right,5458764677,167,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766635,87,5,1,11,2,ah8dala7suqqkj04n2l8xz4zd,1,21.3,101.8,2025-01-15T20:14:11.036Z,2025-01-15T20:15:32Z,5458765009,233,157,5458764669,56,Back,5458764671,347,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766693,157,5,1,11,2,agh9ifb2mw3ivjusgedj7c3fe,0,78.7,-1.8,2025-01-15T20:14:11.036Z,2025-01-15T20:15:33Z,5458764957,56,Right,5458765049,233,87,5458764959,347,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766921,88,1,1,11,15,ah8dala7suqqkj04n2l8xz4zd,1,22.5,100,2025-01-15T20:14:24.125Z,2025-01-15T20:14:28Z,5458766135,56,Back,5458766139,141,95.1,5458766133,107,,5458766141,212,9.9,5458766143,213,5.8,5458766137,140,30.8,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766925,89,61,1,11,18,ah8dala7suqqkj04n2l8xz4zd,1,31.2,95.6,2025-01-15T20:14:26.615Z,2025-01-15T21:08:08Z,5458766159,56,Back,,,,,,,,,,,,,,,,,,,,,,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766931,158,83,1,11,18,agh9ifb2mw3ivjusgedj7c3fe,0,63.7,5,2025-01-15T20:14:26.919Z,2025-01-15T21:35:21Z,5458766295,399,67qku7vyvbw76086eu05nowd1,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766945,90,61,1,11,19,ah8dala7suqqkj04n2l8xz4zd,0,28.8,94.4,2025-01-15T20:14:27.685Z,2025-01-15T21:08:09Z,5458766229,56,Back,,,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765766953,159,1,1,11,21,agh9ifb2mw3ivjusgedj7c3fe,1,65.5,11.1,2025-01-15T20:14:29.719Z,2025-01-15T20:14:30Z,5458766269,141,5.5,5458766265,56,Right,5458766267,140,74.6,5458766271,212,10.3,5458766273,213,5.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766969,160,49,1,11,22,agh9ifb2mw3ivjusgedj7c3fe,1,76.2,4.6,2025-01-15T20:14:31.033Z,2025-01-15T20:14:31Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765766995,161,1,1,11,22,agh9ifb2mw3ivjusgedj7c3fe,1,76.5,6,2025-01-15T20:14:31.143Z,2025-01-15T20:14:53Z,5458766419,141,41.5,5458766415,56,Center,5458766413,155,,5458766423,213,1.5,5458766421,212,24.2,5458766417,140,78.1,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767003,91,43,1,11,24,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:14:32.853Z,2025-01-15T20:14:58Z,5458768245,144,61,5458766439,56,Back,,,,,,,,,,,,,,,,,,,3ub05nnpt9o7s387z6oj8vf56,J. Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767045,162,1,1,11,25,agh9ifb2mw3ivjusgedj7c3fe,1,77.4,38.2,2025-01-15T20:14:33.766Z,2025-01-15T20:14:43Z,5458766611,56,Center,5458766613,140,87.7,5458766619,213,5.92,5458766615,141,32.1,5458767219,210,13,5458766617,212,11.6,5458767221,154,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767051,163,13,1,11,26,agh9ifb2mw3ivjusgedj7c3fe,1,88.4,30.9,2025-01-15T20:14:34.423Z,2025-01-15T20:15:24Z,5458767239,81,,5458766643,63,,5458766641,22,,5458766735,20,,5458766645,56,Center,5458767267,231,47.1,5458767255,328,,5458767251,103,63.9,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,5458767253,108,5458767263,230,5458767261,391,5458767243,154,5458767241,29,5458767245,55,162,,,98.2,,,5458767249,102,42.2,,,,,,,,,,,,,,,,,Barcelona
2765767073,92,5,1,11,26,ah8dala7suqqkj04n2l8xz4zd,1,-1.1,55.1,2025-01-15T20:14:35.020Z,2025-01-15T20:15:33Z,5458766777,346,,5458766811,233,164,5458766775,56,Back,,,,,,,,,,,,,,,,3ub05nnpt9o7s387z6oj8vf56,J. Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767055,164,5,1,11,26,agh9ifb2mw3ivjusgedj7c3fe,0,101.1,44.9,2025-01-15T20:14:35.020Z,2025-01-15T20:15:34Z,5458766669,346,,5458766821,233,92,5458766667,56,Center,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767573,93,1,1,12,6,ah8dala7suqqkj04n2l8xz4zd,0,5.1,51.5,2025-01-15T20:15:15.077Z,2025-01-15T20:15:16Z,5458769323,140,59.1,5458769321,56,Center,5458769325,141,32.6,5458769333,74,,5458769331,1,,5458769329,213,6.06,5458769327,212,58.1,5458769319,124,,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767595,165,1,1,12,10,agh9ifb2mw3ivjusgedj7c3fe,0,42,69.4,2025-01-15T20:15:18.454Z,2025-01-15T20:18:46Z,5458769433,3,,5458769439,141,68.7,5458769435,56,Center,5458769443,213,6.26,5458769441,212,23.8,5458769437,140,64.7,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767647,94,1,1,12,10,ah8dala7suqqkj04n2l8xz4zd,0,41.9,28,2025-01-15T20:15:18.732Z,2025-01-15T20:15:22Z,5458769697,141,26,5458769703,1,,5458769701,213,6.23,5458769691,157,,5458769693,56,Center,5458769695,140,67.9,5458769699,212,27.3,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767679,166,1,1,12,13,agh9ifb2mw3ivjusgedj7c3fe,1,29.7,67.2,2025-01-15T20:15:21.575Z,2025-01-15T20:15:25Z,5458769885,3,,5458769889,140,7.6,5458769891,141,81.7,5458769893,212,25.2,5458769895,213,2.74,5458769887,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767685,167,49,1,12,16,agh9ifb2mw3ivjusgedj7c3fe,1,7.2,83.2,2025-01-15T20:15:24.935Z,2025-01-15T20:15:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767715,168,1,1,12,18,agh9ifb2mw3ivjusgedj7c3fe,0,6.9,85.4,2025-01-15T20:15:26.454Z,2025-01-15T20:15:27Z,5458770093,140,42.9,5458770091,56,Back,5458770089,157,,5458770097,212,39.3,5458770099,213,0.28,5458770101,1,,5458770095,141,100,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767757,95,5,1,12,18,ah8dala7suqqkj04n2l8xz4zd,1,57.4,-1.4,2025-01-15T20:15:27.102Z,2025-01-15T20:18:58Z,5458770311,233,169,5458770309,347,,5458770307,56,Right,,,,,,,,,,,,,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767719,169,5,1,12,18,agh9ifb2mw3ivjusgedj7c3fe,0,42.6,101.3,2025-01-15T20:15:27.102Z,2025-01-15T20:15:34Z,5458770119,347,,5458770351,233,95,5458770117,56,Back,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767897,96,1,1,12,32,ah8dala7suqqkj04n2l8xz4zd,1,65.5,0,2025-01-15T20:15:41.132Z,2025-01-15T20:15:44Z,5458770997,212,37.8,5458770989,107,,5458770993,140,97.1,5458770991,56,Center,5458770995,141,26,5458771001,1,,5458770999,213,0.5,,,,9226xt1t1m3fy4ob9l2r16609,Aitor Ruibal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767911,97,1,1,12,36,ah8dala7suqqkj04n2l8xz4zd,0,97.7,25.3,2025-01-15T20:15:44.723Z,2025-01-15T20:15:47Z,5458771077,141,57,5458771069,2,,5458771073,56,Center,5458771071,155,,5458771075,140,91.9,5458771081,213,1.85,5458771079,212,22.4,,,,45s1v9805id09m5zkcylueod1,Isco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767905,171,44,1,12,37,agh9ifb2mw3ivjusgedj7c3fe,1,7,44.6,2025-01-15T20:15:45.222Z,2025-01-15T20:20:46Z,5458771317,233,98,5458771043,285,,5458771041,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765767915,98,44,1,12,37,ah8dala7suqqkj04n2l8xz4zd,0,93,55.4,2025-01-15T20:15:45.223Z,2025-01-15T20:20:47Z,5458771095,56,Center,5458771329,233,171,5458771097,286,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765767925,172,12,1,12,37,agh9ifb2mw3ivjusgedj7c3fe,1,4.5,46.1,2025-01-15T20:15:45.446Z,2025-01-15T20:15:47Z,5458771193,15,,5458771133,56,Back,5458771135,140,14.2,5458771139,212,15.3,5458771141,213,5.44,5458771137,141,29.4,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768069,99,1,1,12,45,ah8dala7suqqkj04n2l8xz4zd,1,94.4,77,2025-01-15T20:15:53.371Z,2025-01-15T20:16:25Z,5458771859,212,21.1,5458771847,56,Center,5458771855,141,48.4,5458771851,140,86.6,5458771863,213,4.31,5458771845,155,,5458773963,154,,5458773961,210,15,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765768075,100,15,1,12,47,ah8dala7suqqkj04n2l8xz4zd,1,86.5,48.1,2025-01-15T20:15:55.252Z,2025-01-15T21:08:12Z,5458781875,314,,5458771877,17,,5458773649,15,,5458771879,56,Center,5458771875,22,,5458773655,82,,5458773653,328,,5458781877,139,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,5458773987,147,5458773985,146,5458773971,76,5458773989,230,5458773983,103,5458773991,231,50.5,50.5,,93.6,,19,5458773977,55,99,99.3,5458773973,29,5458773975,154,5458773981,102,52.8,,,,,,,,,Real Betis
2765768111,101,43,1,12,48,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2025-01-15T20:15:56.844Z,2025-01-15T20:16:01Z,5458772035,56,Center,5458772033,17,0,5458772031,22,0,5458772041,250,0,5458772343,144,39,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765768343,103,61,1,12,48,ah8dala7suqqkj04n2l8xz4zd,1,91.5,51.3,2025-01-15T20:15:57.008Z,2025-01-15T20:16:19Z,5458773501,228,,5458773183,56,Center,,,,,,,,,,,,,,,,,,,c4je25rkbg2n45xs5iurevhlh,Juanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765768215,102,2,1,12,52,ah8dala7suqqkj04n2l8xz4zd,1,85.4,49,2025-01-15T20:16:00.548Z,2025-01-15T20:18:44Z,5458772655,7,c4je25rkbg2n45xs5iurevhlh,5458772589,141,51.3,5458772587,140,91.5,5458772657,56,Center,,,,,,,,,,,,,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2765768151,173,55,1,12,52,agh9ifb2mw3ivjusgedj7c3fe,1,6.6,51.9,2025-01-15T20:16:00.549Z,2025-01-15T20:18:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768375,174,1,1,13,9,agh9ifb2mw3ivjusgedj7c3fe,1,8.8,45.2,2025-01-15T20:16:18.133Z,2025-01-15T20:16:21Z,5458773641,189,,5458773353,241,,5458773351,5,,5458773359,141,26.4,5458773355,56,Back,5458773357,140,10.7,5458773365,213,4.87,5458773361,212,12.9,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768389,175,1,1,13,10,agh9ifb2mw3ivjusgedj7c3fe,1,10.7,26.4,2025-01-15T20:16:18.534Z,2025-01-15T20:16:22Z,5458773431,140,8.3,5458773433,141,48.1,5458773429,56,Back,5458773435,212,15,5458773437,213,1.74,5458773725,189,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768425,176,1,1,13,10,agh9ifb2mw3ivjusgedj7c3fe,1,8.3,48.1,2025-01-15T20:16:19.094Z,2025-01-15T20:16:21Z,5458773609,213,5.25,5458773605,141,20.6,5458773603,140,19,5458773601,56,Back,5458773607,212,21.8,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768469,177,1,1,13,15,agh9ifb2mw3ivjusgedj7c3fe,1,17.3,21.8,2025-01-15T20:16:23.398Z,2025-01-15T20:16:24Z,5458773877,212,15.7,5458773875,141,34.3,5458773879,213,2.57,5458773871,56,Back,5458773873,140,4.7,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768499,178,1,1,13,16,agh9ifb2mw3ivjusgedj7c3fe,0,4.3,31,2025-01-15T20:16:24.758Z,2025-01-15T20:16:27Z,5458774075,213,6,5458774069,140,45.9,5458774063,157,,5458774077,1,,5458774067,56,Back,5458774071,141,12,5458774073,212,45.6,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765768529,104,49,1,13,21,ah8dala7suqqkj04n2l8xz4zd,1,53.8,87.9,2025-01-15T20:16:29.556Z,2025-01-15T20:16:29Z,,,,,,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
