id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,teamName
2763535629,238,5,1,18,35,agh9ifb2mw3ivjusgedj7c3fe,0,43.7,101.8,2025-01-04T18:18:53.195Z,2025-01-04T18:19:43Z,5446743171,56,Back,5446743477,233,111,5446743173,347,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535727,113,1,1,18,55,9fjpcl4jmz24ds108o5lo024s,1,67.6,0,2025-01-04T18:19:13.931Z,2025-01-04T18:19:15Z,5446743731,140,77.3,5446743735,212,13.9,5446743737,213,0.75,5446743733,141,12,5446743727,107,,5446743729,56,Right,,,,,,,9v9zhs65de6zigmk06ot6sopg,Hugo Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763535729,114,50,1,18,56,9fjpcl4jmz24ds108o5lo024s,1,79.7,9.8,2025-01-04T18:19:14.493Z,2025-01-04T18:25:07Z,5446743745,56,Right,5446743787,233,239,5446743747,286,,,,,,,,,,,,,,,,,ergfv66meak78uj5vqtyenl61,Ander El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763535733,239,7,1,18,56,agh9ifb2mw3ivjusgedj7c3fe,1,20.3,90.2,2025-01-04T18:19:14.494Z,2025-01-04T18:25:07Z,5446743763,56,Back,5446743765,285,,5446743779,233,114,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535739,240,49,1,18,58,agh9ifb2mw3ivjusgedj7c3fe,1,20.5,92.6,2025-01-04T18:19:16.718Z,2025-01-04T18:19:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535745,241,1,1,18,58,agh9ifb2mw3ivjusgedj7c3fe,1,20.5,92.6,2025-01-04T18:19:17.071Z,2025-01-04T18:19:18Z,5446743825,56,Back,5446743837,213,4.26,5446743829,141,86.2,5446743827,140,18.5,5446743833,212,4.8,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535771,242,1,1,19,0,agh9ifb2mw3ivjusgedj7c3fe,1,18.5,86.2,2025-01-04T18:19:18.320Z,2025-01-04T18:19:21Z,5446743967,212,16.6,5446743969,213,0.48,5446743961,56,Back,5446743963,140,32.5,5446743965,141,97.4,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535777,243,1,1,19,3,agh9ifb2mw3ivjusgedj7c3fe,1,33,97.4,2025-01-04T18:19:21.775Z,2025-01-04T18:19:22Z,5446743985,56,Back,5446743993,213,4.15,5446743989,141,91.1,5446743987,140,30.4,5446743991,212,5.1,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535783,244,1,1,19,4,agh9ifb2mw3ivjusgedj7c3fe,1,30.4,91.1,2025-01-04T18:19:22.575Z,2025-01-04T18:19:23Z,5446744023,213,5.82,5446744019,141,83.3,5446744015,56,Back,5446744017,140,40.6,5446744021,212,12,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535811,245,1,1,19,5,agh9ifb2mw3ivjusgedj7c3fe,1,40.6,83.3,2025-01-04T18:19:23.327Z,2025-01-04T18:19:29Z,5446744219,141,93,5446744223,213,0.26,5446744217,140,64.6,5446744215,56,Left,5446744221,212,26,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535813,246,1,1,19,11,agh9ifb2mw3ivjusgedj7c3fe,0,87.7,74.5,2025-01-04T18:19:29.215Z,2025-01-04T18:19:32Z,5446744243,213,5.12,5446744235,56,Center,5446744307,233,115,5446744311,286,,5446744237,140,90.9,5446744239,141,62.9,5446744241,212,8.6,5446744305,236,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535823,115,74,1,19,11,9fjpcl4jmz24ds108o5lo024s,1,9.1,37,2025-01-04T18:19:29.216Z,2025-01-04T18:19:38Z,5446744289,56,Back,5446744321,233,246,5446744291,285,,,,,,,,,,,,,,,,,2yjum0vitk1arc9prvxo3m7yt,Dani Santigosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763535833,116,6,1,19,12,9fjpcl4jmz24ds108o5lo024s,0,3,27.4,2025-01-04T18:19:30.719Z,2025-01-04T18:19:35Z,5446744355,73,,5446744373,233,247,5446744353,56,Back,,,,,,,,,,,,,,,,2yjum0vitk1arc9prvxo3m7yt,Dani Santigosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763535819,247,6,1,19,12,agh9ifb2mw3ivjusgedj7c3fe,1,97,72.6,2025-01-04T18:19:30.719Z,2025-01-04T18:19:35Z,5446744283,56,Center,5446744357,233,116,5446744285,73,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535985,248,1,1,19,41,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,99.5,2025-01-04T18:19:59.263Z,2025-01-04T18:20:21Z,5446745223,213,4.37,5446745215,56,Center,5446745213,223,,5446745207,2,,5446745209,6,,5446745211,155,,5446745219,141,59.1,5446745217,140,90.2,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,5446745221,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535987,249,1,1,19,42,agh9ifb2mw3ivjusgedj7c3fe,1,92.9,62,2025-01-04T18:20:00.954Z,2025-01-04T18:20:34Z,5446745699,213,4.64,5446745691,56,Center,5446745697,212,9.2,5446745959,210,15,5446745689,168,,5446745693,140,92.3,5446745961,154,,5446745695,141,48.5,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763535997,250,15,1,19,43,agh9ifb2mw3ivjusgedj7c3fe,1,95.4,53.6,2025-01-04T18:20:01.327Z,2025-01-04T18:20:36Z,5446745965,29,,5446745985,233,117,5446745859,328,,5446745963,79,,5446745975,103,31.6,5446745973,102,51.6,5446745977,214,,5446745979,146,99,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,5446745853,25,,5446745967,154,,,5446745969,55,249,5446745981,147,52.2,5446745855,15,,5446745287,56,Center,5446746019,16,,,,,,,,,,,Barcelona
2763535995,117,10,1,19,43,9fjpcl4jmz24ds108o5lo024s,1,2.2,47.3,2025-01-04T18:20:01.427Z,2025-01-04T18:21:01Z,5446745275,173,,5446745365,179,,5446745989,233,250,5446745281,56,Back,5446745279,182,,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536011,118,6,1,19,48,9fjpcl4jmz24ds108o5lo024s,0,2.2,44.4,2025-01-04T18:20:06.384Z,2025-01-04T18:25:02Z,5446745381,73,,5446745419,233,251,5446745379,56,Back,,,,,,,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536001,251,6,1,19,48,agh9ifb2mw3ivjusgedj7c3fe,1,97.8,55.6,2025-01-04T18:20:06.384Z,2025-01-04T18:25:02Z,5446745397,233,118,5446745347,73,,5446745345,56,Center,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536129,252,1,1,20,21,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,99.5,2025-01-04T18:20:39.584Z,2025-01-04T18:20:45Z,5446746125,1,,5446746109,6,,5446746107,2,,5446746113,223,,5446746115,56,Center,5446746123,213,4.58,5446746179,233,119,5446746121,212,33,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,5446746117,140,95.5,5446746119,141,51.3,,5446746111,155,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536139,119,41,1,20,25,9fjpcl4jmz24ds108o5lo024s,0,5.9,46.7,2025-01-04T18:20:43.643Z,2025-01-04T18:20:45Z,5446746171,140,39.1,5446746177,213,0.5,5446746175,212,39.8,5446746193,233,252,5446746173,141,74.8,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536155,253,1,1,20,27,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,28.9,2025-01-04T18:20:45.888Z,2025-01-04T18:20:47Z,5446746261,141,15.9,5446746269,213,5.46,5446746257,56,Right,5446746259,140,72.7,5446746265,212,12.1,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536173,254,1,1,20,29,agh9ifb2mw3ivjusgedj7c3fe,1,75.6,17.3,2025-01-04T18:20:47.760Z,2025-01-04T18:21:42Z,5446746365,2,,5446746377,213,1.15,5446746371,140,88.3,5446746379,1,,5446746375,212,32.6,5446746367,155,,5446747781,218,,5446746369,56,Center,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,5446746373,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536175,255,44,1,20,32,agh9ifb2mw3ivjusgedj7c3fe,1,89.2,56,2025-01-04T18:20:50.384Z,2025-01-04T18:25:08Z,5446746393,286,,5446746391,56,Center,5446746527,233,120,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536195,120,44,1,20,32,9fjpcl4jmz24ds108o5lo024s,0,10.8,44,2025-01-04T18:20:50.385Z,2025-01-04T18:25:09Z,5446746511,285,,5446746509,56,Back,5446746541,233,255,,,,,,,,,,,,,,,,9v9zhs65de6zigmk06ot6sopg,Hugo Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536207,256,1,1,20,32,agh9ifb2mw3ivjusgedj7c3fe,1,88.3,61.1,2025-01-04T18:20:50.703Z,2025-01-04T18:21:42Z,5446746591,212,10.6,5446747775,210,16,5446746587,140,92.1,5446746589,141,46.6,5446746585,56,Center,5446747777,154,,5446747779,25,,5446746593,213,5.1,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,5446746583,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,Barcelona
2763536209,257,16,1,20,33,agh9ifb2mw3ivjusgedj7c3fe,1,91.4,47.7,2025-01-04T18:20:51.175Z,2025-01-04T18:26:39Z,5446747207,374,20:50.6,5446747807,231,49.1,5446747801,216,254,5446747201,15,,5446747793,102,47.8,5446747789,55,256,5446747785,29,,5446747797,214,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,5446747795,103,18.4,5446746601,56,Center,,5446746599,17,,5446747787,154,,5446747783,80,,5446747199,25,,5446747805,230,,99,5446747205,328,5446747211,375,20:32.5,5446747799,217,,Barcelona
2763536421,121,1,1,21,28,9fjpcl4jmz24ds108o5lo024s,1,49.9,49.7,2025-01-04T18:21:46.601Z,2025-01-04T18:21:48Z,5446747959,213,2.67,5446747951,56,Back,5446747957,212,28.8,5446747953,140,25.4,5446747961,279,G,5446747955,141,68.8,,,,,,,2mp7qvh6zu2f4wv4366p89d6,Guille Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536429,122,1,1,21,30,9fjpcl4jmz24ds108o5lo024s,1,25.4,68.8,2025-01-04T18:21:48.601Z,2025-01-04T18:21:50Z,5446747997,212,11.2,5446747991,56,Back,5446747999,213,5.08,5446747993,140,29.2,5446747995,141,53.4,,,,,,,,,,8yfp4gpkk48ipospi5dry5dnu,Israel García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536445,123,1,1,21,31,9fjpcl4jmz24ds108o5lo024s,1,29.2,53.4,2025-01-04T18:21:50.058Z,2025-01-04T18:21:52Z,5446748093,141,49.1,5446748091,140,18.4,5446748095,212,11.7,5446748089,56,Back,5446748097,213,3.39,,,,,,,,,,avxbbv2h9ftmna1o6yxjnyei1,Javito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536461,124,1,1,21,34,9fjpcl4jmz24ds108o5lo024s,1,18.4,49.1,2025-01-04T18:21:52.585Z,2025-01-04T18:21:56Z,5446748175,212,26.1,5446748169,56,Back,5446748173,141,87.1,5446748177,213,1.43,5446748171,140,21.8,,,,,,,,,,cf64pex3kredaedib18gvwv6d,Óscar Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536475,125,1,1,21,35,9fjpcl4jmz24ds108o5lo024s,0,21.8,87.1,2025-01-04T18:21:54.025Z,2025-01-04T18:25:17Z,5446748241,140,50.1,5446748247,213,0.06,5446748245,212,29.8,5446748237,56,Left,5446748243,141,89.6,,,,,,,,,,8yfp4gpkk48ipospi5dry5dnu,Israel García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536455,258,61,1,21,37,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,5.9,2025-01-04T18:21:55.195Z,2025-01-04T18:21:55Z,5446748149,56,Right,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536503,126,5,1,21,37,9fjpcl4jmz24ds108o5lo024s,1,30.9,101.4,2025-01-04T18:21:55.936Z,2025-01-04T18:25:01Z,5446748421,347,,5446748455,233,259,5446748419,56,Back,,,,,,,,,,,,,,,,8yfp4gpkk48ipospi5dry5dnu,Israel García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536463,259,5,1,21,37,agh9ifb2mw3ivjusgedj7c3fe,0,69.1,-1.4,2025-01-04T18:21:55.936Z,2025-01-04T18:25:01Z,5446748183,347,,5446748471,233,126,5446748181,56,Right,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536527,127,1,1,21,47,9fjpcl4jmz24ds108o5lo024s,1,28.9,100,2025-01-04T18:22:05.945Z,2025-01-04T18:22:11Z,5446748593,107,,5446748603,213,5.06,5446748595,56,Back,5446748599,141,75.1,5446748597,140,35.2,5446748601,212,19.5,,,,,,,bmnjg1hnnnnmt60o21kx4yane,Sito Barrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536541,128,1,1,21,52,9fjpcl4jmz24ds108o5lo024s,1,35.6,75,2025-01-04T18:22:10.889Z,2025-01-04T18:22:14Z,5446748665,56,Back,5446748667,140,23,5446748671,212,29.9,5446748669,141,35.5,5446748673,213,4.25,,,,,,,,,,pga2rvk4ndj6i1nw0wtwtbai,Javier Albín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536549,129,1,1,21,55,9fjpcl4jmz24ds108o5lo024s,0,23.1,35.4,2025-01-04T18:22:13.266Z,2025-01-04T18:25:50Z,5446748721,213,6.24,5446748711,157,,5446748719,212,36.7,5446748717,141,33,5446748713,56,Center,5446748723,1,,5446748715,140,58,,,,cf64pex3kredaedib18gvwv6d,Óscar Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536537,260,49,1,21,55,agh9ifb2mw3ivjusgedj7c3fe,1,47.9,59.3,2025-01-04T18:22:14.089Z,2025-01-04T18:25:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536557,261,1,1,21,56,agh9ifb2mw3ivjusgedj7c3fe,1,47.8,60.5,2025-01-04T18:22:14.385Z,2025-01-04T18:22:16Z,5446748769,141,77.3,5446748767,140,47.8,5446748773,213,1.57,5446748771,212,11.4,5446748765,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536583,262,1,1,21,57,agh9ifb2mw3ivjusgedj7c3fe,1,51,76.3,2025-01-04T18:22:16.049Z,2025-01-04T18:22:20Z,5446748879,213,3.84,5446748871,56,Back,5446748877,212,8.9,5446748875,141,67.8,5446748873,140,44.5,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536597,263,1,1,22,2,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,72,2025-01-04T18:22:20.689Z,2025-01-04T18:22:24Z,5446748977,56,Left,5446748979,140,56.7,5446748983,212,9.9,5446748985,213,1.16,5446748981,141,85.3,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536615,264,1,1,22,5,agh9ifb2mw3ivjusgedj7c3fe,1,56.6,80.8,2025-01-04T18:22:23.905Z,2025-01-04T18:22:28Z,5446749103,140,47.7,5446749101,56,Back,5446749109,213,4.36,5446749105,141,43,5446749107,212,27.4,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536619,265,1,1,22,9,agh9ifb2mw3ivjusgedj7c3fe,1,47.9,38.8,2025-01-04T18:22:27.936Z,2025-01-04T18:22:29Z,5446749143,140,55.7,5446749145,141,9.4,5446749147,212,21.6,5446749149,213,5.1,5446749141,56,Right,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536629,266,1,1,22,11,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,8.8,2025-01-04T18:22:29.297Z,2025-01-04T18:22:31Z,5446749199,212,14.1,5446749195,140,69.4,5446749197,141,14,5446749201,213,0.25,5446749193,56,Right,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536647,267,1,1,22,13,agh9ifb2mw3ivjusgedj7c3fe,1,69.5,12.2,2025-01-04T18:22:31.521Z,2025-01-04T18:22:34Z,5446749307,213,5.09,5446749305,212,5.3,5446749301,140,71.4,5446749299,56,Right,5446749303,141,4.9,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536653,268,1,1,22,16,agh9ifb2mw3ivjusgedj7c3fe,1,65.7,6.5,2025-01-04T18:22:34.577Z,2025-01-04T18:22:37Z,5446749357,212,23.7,5446749351,56,Back,5446749355,141,19.4,5446749353,140,44.7,5446749361,213,2.76,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536663,269,1,1,22,18,agh9ifb2mw3ivjusgedj7c3fe,1,45.5,23.7,2025-01-04T18:22:37.024Z,2025-01-04T18:22:40Z,5446749423,140,49,5446749425,141,65.2,5446749427,212,28.5,5446749421,56,Back,5446749429,213,1.44,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536681,270,1,1,22,22,agh9ifb2mw3ivjusgedj7c3fe,1,51.3,68.1,2025-01-04T18:22:40.273Z,2025-01-04T18:22:43Z,5446749555,213,0.95,5446749547,140,56.7,5446749549,141,79.7,5446749545,56,Left,5446749551,212,9.7,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536693,271,1,1,22,25,agh9ifb2mw3ivjusgedj7c3fe,1,59,79.3,2025-01-04T18:22:43.297Z,2025-01-04T18:22:44Z,5446749623,141,66.4,5446749615,56,Center,5446749619,140,66.7,5446749629,212,11.9,5446749633,213,5.46,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536709,272,1,1,22,26,agh9ifb2mw3ivjusgedj7c3fe,1,66.7,66.4,2025-01-04T18:22:44.449Z,2025-01-04T18:22:47Z,5446749717,56,Left,5446749719,140,59.6,5446749723,212,11.4,5446749725,213,2.28,5446749721,141,79.1,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536733,273,1,1,22,28,agh9ifb2mw3ivjusgedj7c3fe,1,59.8,80.6,2025-01-04T18:22:46.929Z,2025-01-04T18:22:49Z,5446749797,213,0.24,5446749795,212,9.2,5446749789,56,Left,5446749791,140,68.3,5446749793,141,83.8,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536743,274,1,1,22,31,agh9ifb2mw3ivjusgedj7c3fe,1,72.2,88.9,2025-01-04T18:22:49.505Z,2025-01-04T18:22:50Z,5446749813,56,Left,5446749821,213,0.88,5446749817,141,96.8,5446749815,140,76.4,5446749819,212,7,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536771,275,1,1,22,32,agh9ifb2mw3ivjusgedj7c3fe,1,76.4,96.8,2025-01-04T18:22:50.273Z,2025-01-04T18:22:53Z,5446749947,140,65.7,5446749949,141,93.6,5446749953,213,3.33,5446749945,56,Left,5446749951,212,11.4,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536779,276,1,1,22,35,agh9ifb2mw3ivjusgedj7c3fe,0,65.1,92.9,2025-01-04T18:22:53.569Z,2025-01-04T18:22:56Z,5446750035,1,,5446750019,140,96.3,5446750011,155,,5446750027,212,42.8,5446750031,213,5.58,5446750015,56,Center,5446750023,141,52.4,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536837,130,52,1,22,48,9fjpcl4jmz24ds108o5lo024s,1,5.2,48.1,2025-01-04T18:23:06.296Z,2025-01-04T18:23:06Z,,,,,,,,,,,,,,,,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536845,131,80,1,22,48,9fjpcl4jmz24ds108o5lo024s,0,7.8,49.3,2025-01-04T18:23:06.968Z,2025-01-04T18:23:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536871,132,1,1,22,50,9fjpcl4jmz24ds108o5lo024s,1,14.9,49.4,2025-01-04T18:23:08.616Z,2025-01-04T18:23:11Z,5446750431,212,16,5446750429,141,33.7,5446750427,140,26.2,5446750433,213,5.55,5446750425,56,Back,,,,,,,,,,3vh8xdd0k6shkj688ob3onp0q,Arnau Fàbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536879,133,1,1,22,52,9fjpcl4jmz24ds108o5lo024s,1,26.2,33.4,2025-01-04T18:23:11.080Z,2025-01-04T18:23:13Z,5446750461,213,3.45,5446750453,56,Back,5446750455,140,10.7,5446750457,141,25.8,5446750459,212,17.1,,,,,,,,,,avxbbv2h9ftmna1o6yxjnyei1,Javito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536887,134,1,1,22,55,9fjpcl4jmz24ds108o5lo024s,1,10.7,25.8,2025-01-04T18:23:13.384Z,2025-01-04T18:23:16Z,5446750509,56,Back,5446750513,141,6.4,5446750515,212,18.7,5446750517,213,5.5,5446750511,140,23.3,,,,,,,,,,2yjum0vitk1arc9prvxo3m7yt,Dani Santigosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536891,135,1,1,22,57,9fjpcl4jmz24ds108o5lo024s,0,16.9,6.5,2025-01-04T18:23:15.943Z,2025-01-04T18:23:16Z,5446750539,212,0.6,5446750537,141,6.5,5446750553,233,277,5446750541,213,0,5446750535,140,17.5,5446750533,56,Back,5446750557,286,,5446750551,236,,cf64pex3kredaedib18gvwv6d,Óscar Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536895,277,74,1,22,57,agh9ifb2mw3ivjusgedj7c3fe,1,89.6,93.8,2025-01-04T18:23:15.944Z,2025-01-04T18:25:04Z,5446750559,233,135,5446750545,56,Left,5446750547,285,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2763536909,136,3,1,23,1,9fjpcl4jmz24ds108o5lo024s,0,13.4,10.5,2025-01-04T18:23:20.105Z,2025-01-04T18:25:08Z,5446750725,233,278,5446750639,56,Back,5446750641,285,,,,,,,,,,,,,,,,,2yjum0vitk1arc9prvxo3m7yt,Dani Santigosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbastro
2763536919,278,7,1,23,1,agh9ifb2mw3ivjusgedj7c3fe,1,86.6,89.5,2025-01-04T18:23:20.106Z,2025-01-04T18:25:07Z,5446750697,56,Left,5446750703,233,136,5446750699,286,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
