id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,teamName
2795118303,135,1,1,20,41,4ku8o6uf87yd8iecdalipo6wd,1,4.8,49.9,2025-04-02T19:52:34.313Z,2025-04-02T19:52:37Z,5618971823,213,5.48,5618971815,56,Back,5618971827,237,,5618971819,141,44.8,5618971813,124,,5618971821,212,4.8,5618971817,140,8,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118349,136,1,1,20,44,4ku8o6uf87yd8iecdalipo6wd,0,8.7,44.8,2025-04-02T19:52:37.144Z,2025-04-02T19:52:41Z,5618972045,56,Right,5618972053,213,6.01,5618972051,212,64.5,5618972047,140,67.9,5618972049,141,19.6,5618972043,155,,5618972055,1,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118339,201,49,1,20,47,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,76.4,2025-04-02T19:52:40.706Z,2025-04-02T19:52:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118441,202,1,1,20,52,agh9ifb2mw3ivjusgedj7c3fe,1,32.6,82.3,2025-04-02T19:52:45.074Z,2025-04-02T19:52:48Z,5618972469,141,69.4,5618972473,213,4.8,5618972467,140,33.3,5618972465,56,Back,5618972471,212,8.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118513,203,1,1,20,56,agh9ifb2mw3ivjusgedj7c3fe,1,36,58.5,2025-04-02T19:52:48.834Z,2025-04-02T19:52:53Z,5618972881,141,30.7,5618972877,56,Back,5618972879,140,41.5,5618972883,212,19.8,5618972885,213,5.01,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118543,204,1,1,21,0,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,21.9,2025-04-02T19:52:53.650Z,2025-04-02T19:52:55Z,5618973005,212,12.5,5618973001,140,56.7,5618973003,141,4.3,5618972999,56,Right,5618973007,213,5.01,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118571,205,1,1,21,2,agh9ifb2mw3ivjusgedj7c3fe,1,58.1,5.3,2025-04-02T19:52:55.554Z,2025-04-02T19:52:59Z,5618973145,56,Right,5618973153,213,2.21,5618973149,141,15,5618973151,212,8.2,5618973147,140,53.4,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118599,206,1,1,21,6,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,23.7,2025-04-02T19:52:59.539Z,2025-04-02T19:53:02Z,5618973317,212,30.2,5618973313,140,41.7,5618973319,213,2.03,5618973311,56,Back,5618973315,141,63.6,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118641,207,1,1,21,10,agh9ifb2mw3ivjusgedj7c3fe,1,39.4,81.1,2025-04-02T19:53:02.834Z,2025-04-02T19:53:07Z,5618973545,212,17.4,5618973539,56,Left,5618973541,140,54,5618973543,141,93.3,5618973547,213,0.5,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118655,208,1,1,21,14,agh9ifb2mw3ivjusgedj7c3fe,1,56.6,86.6,2025-04-02T19:53:07.106Z,2025-04-02T19:53:08Z,5618973607,56,Left,5618973611,141,80.9,5618973609,140,62,5618973613,212,6.9,5618973615,213,5.68,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118649,137,83,1,21,15,4ku8o6uf87yd8iecdalipo6wd,0,33.9,14.6,2025-04-02T19:53:07.737Z,2025-04-02T19:53:09Z,5618973683,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118663,209,1,1,21,15,agh9ifb2mw3ivjusgedj7c3fe,1,62,80.9,2025-04-02T19:53:07.826Z,2025-04-02T19:53:08Z,5618973647,56,Center,5618973671,156,,5618973651,141,76.4,5618973649,140,60.5,5618973655,213,4.24,5618973653,212,3.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118701,210,1,1,21,16,agh9ifb2mw3ivjusgedj7c3fe,1,68.5,65.2,2025-04-02T19:53:09.698Z,2025-04-02T19:53:12Z,5618973829,140,79.7,5618973835,213,5.75,5618973833,212,13.7,5618973827,56,Center,5618973831,141,54.9,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795136629,312,83,1,21,17,4ku8o6uf87yd8iecdalipo6wd,0,19.9,52.8,2025-04-02T19:53:09.725Z,2025-04-02T20:25:36Z,5619074971,399,cjll1xrw3xulnl23c9tlf6rys,,,,,,,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795136291,311,83,1,21,18,4ku8o6uf87yd8iecdalipo6wd,0,14.3,42.5,2025-04-02T19:53:10.725Z,2025-04-02T20:25:08Z,5619073267,399,cjll1xrw3xulnl23c9tlf6rys,,,,,,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118719,211,1,1,21,19,agh9ifb2mw3ivjusgedj7c3fe,1,79.1,52.4,2025-04-02T19:53:11.938Z,2025-04-02T19:53:14Z,5618973945,213,0.82,5618973943,212,2.6,5618973937,56,Center,5618973941,141,55.2,5618973939,140,80.8,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118723,212,61,1,21,21,agh9ifb2mw3ivjusgedj7c3fe,0,87.2,55.8,2025-04-02T19:53:13.954Z,2025-04-02T19:53:41Z,5618973961,56,Center,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118761,138,12,1,21,21,4ku8o6uf87yd8iecdalipo6wd,1,9.9,46.9,2025-04-02T19:53:14.361Z,2025-04-02T19:53:17Z,5618974159,212,33.9,5618974155,141,14.9,5618974149,56,Back,5618974161,213,5.59,5618974151,140,34.6,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118765,139,49,1,21,24,4ku8o6uf87yd8iecdalipo6wd,1,34.6,14.9,2025-04-02T19:53:17.288Z,2025-04-02T20:25:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118839,140,1,1,21,28,4ku8o6uf87yd8iecdalipo6wd,0,46.6,4.9,2025-04-02T19:53:21.577Z,2025-04-02T19:53:31Z,5618974661,212,11.6,5618974657,140,36.2,5618974659,141,0,5618974655,56,Back,5618974663,213,3.49,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118819,213,43,1,21,31,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T19:53:24.433Z,2025-04-02T19:53:27Z,5618974555,56,Left,5618974775,144,74,5618974557,285,0,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795118843,141,5,1,21,33,4ku8o6uf87yd8iecdalipo6wd,0,41.2,-1.2,2025-04-02T19:53:25.976Z,2025-04-02T20:07:19Z,5618974675,56,Back,5618975423,233,214,5618974677,347,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795118949,214,5,1,21,33,agh9ifb2mw3ivjusgedj7c3fe,1,58.8,101.2,2025-04-02T19:53:25.976Z,2025-04-02T20:07:19Z,5618975337,347,,5618975407,233,141,5618975335,56,Left,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119041,215,1,1,21,55,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,100,2025-04-02T19:53:48.354Z,2025-04-02T19:54:11Z,5618975815,212,7.9,5618977075,189,,5618975811,140,60.9,5618975813,141,92.3,5618975809,56,Left,5618975817,213,5.35,5618975807,107,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119049,216,1,1,21,57,agh9ifb2mw3ivjusgedj7c3fe,0,60.2,93.3,2025-04-02T19:53:50.113Z,2025-04-02T19:53:51Z,5618975873,233,142,5618975837,140,60.2,5618975841,212,0.1,5618975877,286,,5618975839,141,93.5,5618975843,213,1.57,5618975835,56,Left,5618975871,236,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119055,142,74,1,21,57,4ku8o6uf87yd8iecdalipo6wd,1,29,9.1,2025-04-02T19:53:50.114Z,2025-04-02T20:28:08Z,5618975867,285,,5618975879,233,216,5618975865,56,Back,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119075,143,49,1,22,0,4ku8o6uf87yd8iecdalipo6wd,1,8.6,8.2,2025-04-02T19:53:53.321Z,2025-04-02T19:53:53Z,,,,,,,,,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119101,144,1,1,22,1,4ku8o6uf87yd8iecdalipo6wd,1,8.6,8.2,2025-04-02T19:53:53.848Z,2025-04-02T19:53:56Z,5618976091,56,Back,5618976097,212,11.2,5618976099,213,5.93,5618976093,140,18.6,5618976095,141,2.5,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119113,145,1,1,22,4,4ku8o6uf87yd8iecdalipo6wd,1,17.8,2.5,2025-04-02T19:53:56.808Z,2025-04-02T19:58:40Z,5618976153,212,12.2,5618976155,213,2.12,5618976149,140,11.8,5618976151,141,17.8,5618976147,56,Back,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119123,146,1,1,22,4,4ku8o6uf87yd8iecdalipo6wd,1,11.8,17.8,2025-04-02T19:53:57.465Z,2025-04-02T19:53:58Z,5618976235,56,Back,5618976247,213,4.54,5618976243,212,10.7,5618976241,141,2.3,5618976237,140,10.1,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119145,147,1,1,22,5,4ku8o6uf87yd8iecdalipo6wd,1,10.1,2.3,2025-04-02T19:53:58.569Z,2025-04-02T19:54:00Z,5618976359,141,2,5618976363,213,6.26,5618976357,140,19.9,5618976355,56,Back,5618976361,212,10.3,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119153,148,1,1,22,8,4ku8o6uf87yd8iecdalipo6wd,1,20.3,2.9,2025-04-02T19:54:00.825Z,2025-04-02T19:58:56Z,5618976399,56,Back,5618976407,213,1.16,5618976401,140,20.9,5618976405,212,1.6,5618976403,141,5,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119181,149,3,1,22,8,4ku8o6uf87yd8iecdalipo6wd,0,30,9.2,2025-04-02T19:54:01.497Z,2025-04-02T20:28:59Z,5619086221,233,217,5619086153,285,,5618976487,56,Back,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119159,217,7,1,22,8,agh9ifb2mw3ivjusgedj7c3fe,1,70,90.8,2025-04-02T19:54:01.498Z,2025-04-02T20:28:58Z,5619086191,286,,5619086187,233,149,5618976425,56,Left,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795121987,182,1,1,22,10,4ku8o6uf87yd8iecdalipo6wd,0,34.7,4.7,2025-04-02T19:54:02.873Z,2025-04-02T20:29:45Z,5618992111,56,Back,5618992117,212,1.5,5618992115,141,6.8,5618992119,213,1.22,5618992113,140,35.2,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119165,218,8,1,22,10,agh9ifb2mw3ivjusgedj7c3fe,1,63.7,93.8,2025-04-02T19:54:02.931Z,2025-04-02T19:54:03Z,5618976457,56,Left,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119175,219,49,1,22,10,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,92.6,2025-04-02T19:54:03.602Z,2025-04-02T19:54:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119261,220,1,1,22,12,agh9ifb2mw3ivjusgedj7c3fe,1,65,89,2025-04-02T19:54:05.506Z,2025-04-02T19:54:08Z,5618976911,140,56.3,5618976915,212,13.7,5618976917,213,3.99,5618976909,56,Center,5618976913,141,73.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119287,221,1,1,22,15,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,69.9,2025-04-02T19:54:08.706Z,2025-04-02T19:54:11Z,5618977039,140,58.1,5618977041,141,38,5618977043,212,21.8,5618977045,213,4.79,5618977037,56,Center,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119343,222,1,1,22,19,agh9ifb2mw3ivjusgedj7c3fe,1,57.2,26.4,2025-04-02T19:54:12.018Z,2025-04-02T19:54:15Z,5618977359,140,68.3,5618977363,212,16.5,5618977365,213,5.5,5618977361,141,9.2,5618977357,56,Right,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119365,223,1,1,22,22,agh9ifb2mw3ivjusgedj7c3fe,1,72.4,11.9,2025-04-02T19:54:15.378Z,2025-04-02T19:54:17Z,5618977471,56,Right,5618977477,212,9.8,5618977473,140,64.9,5618977479,213,2.5,5618977475,141,20.6,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119423,224,1,1,22,24,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,20.6,2025-04-02T19:54:17.442Z,2025-04-02T19:54:22Z,5618977793,140,57.1,5618977801,212,19.1,5618977797,141,46,5618977789,56,Center,5618977803,213,2.01,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119441,225,1,1,22,30,agh9ifb2mw3ivjusgedj7c3fe,1,60.2,54.5,2025-04-02T19:54:22.850Z,2025-04-02T19:54:24Z,5618977883,213,0.82,5618977875,56,Center,5618977879,141,62.7,5618977881,212,7.7,5618977877,140,65.2,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119465,226,1,1,22,31,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,62.7,2025-04-02T19:54:24.146Z,2025-04-02T19:54:26Z,5618977997,141,75.6,5618978001,213,2.43,5618977993,56,Center,5618977999,212,13.4,5618977995,140,55.6,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119487,227,1,1,22,33,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,75.6,2025-04-02T19:54:26.371Z,2025-04-02T19:54:28Z,5618978133,213,0.94,5618978125,56,Left,5618978131,212,15.6,5618978127,140,64.4,5618978129,141,94.1,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119517,228,1,1,22,35,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,94.1,2025-04-02T19:54:28.466Z,2025-04-02T19:54:31Z,5618978365,56,Left,5618978371,212,10.5,5618978369,141,83.3,5618978373,213,3.91,5618978367,140,57.2,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119569,229,1,1,22,38,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,81.2,2025-04-02T19:54:31.394Z,2025-04-02T19:54:35Z,5618978577,212,7.3,5618978569,56,Center,5618978579,213,5.08,5618978575,141,71.2,5618978573,140,58.1,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119583,230,1,1,22,43,agh9ifb2mw3ivjusgedj7c3fe,1,60.4,63.9,2025-04-02T19:54:35.778Z,2025-04-02T19:54:37Z,5618978683,212,10.5,5618978685,213,1.24,5618978679,140,63.6,5618978681,141,78.5,5618978677,56,Center,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119607,231,1,1,22,44,agh9ifb2mw3ivjusgedj7c3fe,1,62.9,80.2,2025-04-02T19:54:37.458Z,2025-04-02T19:54:40Z,5618978815,212,13.5,5618978811,140,71,5618978809,56,Left,5618978813,141,95.7,5618978817,213,0.89,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119631,232,1,1,22,47,agh9ifb2mw3ivjusgedj7c3fe,1,70.8,91.8,2025-04-02T19:54:40.066Z,2025-04-02T19:54:42Z,5618978935,213,3.76,5618978929,140,64.3,5618978927,56,Left,5618978931,141,84.7,5618978933,212,8.4,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119641,233,1,1,22,49,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,82.1,2025-04-02T19:54:42.449Z,2025-04-02T19:54:45Z,5618979017,212,37.4,5618979021,1,,5618979019,213,4.69,5618979013,140,63.4,5618979011,56,Center,5618979015,141,27.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119651,234,1,1,22,52,agh9ifb2mw3ivjusgedj7c3fe,1,63,24.6,2025-04-02T19:54:45.057Z,2025-04-02T19:54:46Z,5618979081,140,73,5618979079,56,Center,5618979085,212,12.5,5618979087,213,0.57,5618979083,141,34.5,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119683,235,1,1,22,53,agh9ifb2mw3ivjusgedj7c3fe,0,73,34.5,2025-04-02T19:54:46.386Z,2025-04-02T19:54:48Z,5618979217,140,95.5,5618979221,212,23.8,5618979215,56,Center,5618979223,213,6.15,5618979219,141,29.8,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795119703,150,52,1,22,57,4ku8o6uf87yd8iecdalipo6wd,1,5,67.2,2025-04-02T19:54:49.928Z,2025-04-02T19:54:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119861,151,80,1,23,13,4ku8o6uf87yd8iecdalipo6wd,0,12.7,56.1,2025-04-02T19:55:05.785Z,2025-04-02T19:55:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119961,152,1,1,23,15,4ku8o6uf87yd8iecdalipo6wd,0,14.9,55.8,2025-04-02T19:55:07.754Z,2025-04-02T19:55:13Z,5618980651,198,,5618980661,213,0.3,5618980649,157,,5618980665,1,,5618980655,140,78.5,5618980657,141,86.1,5618980659,212,69.9,5618980653,56,Left,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795119963,236,49,1,23,20,agh9ifb2mw3ivjusgedj7c3fe,1,19.2,11.1,2025-04-02T19:55:13.203Z,2025-04-02T19:55:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795120007,237,1,1,23,21,agh9ifb2mw3ivjusgedj7c3fe,1,9.5,24,2025-04-02T19:55:14.401Z,2025-04-02T19:55:16Z,5618980835,56,Back,5618980843,213,2.05,5618980839,141,39.7,5618980841,212,12,5618980837,140,4.2,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795120031,238,1,1,23,23,agh9ifb2mw3ivjusgedj7c3fe,0,4.1,37.6,2025-04-02T19:55:15.985Z,2025-04-02T19:55:17Z,5618980953,1,,5618980945,140,38,5618980941,157,,5618980949,212,36.9,5618980943,56,Back,5618980951,213,6.02,5618980947,141,23.3,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795120075,239,83,1,23,26,agh9ifb2mw3ivjusgedj7c3fe,0,36.2,24.7,2025-04-02T19:55:19.297Z,2025-04-02T19:55:24Z,5618981309,399,cj3dik1dqyo2nf1jgmyn471sl,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795120067,153,49,1,23,28,4ku8o6uf87yd8iecdalipo6wd,1,60.2,72.6,2025-04-02T19:55:20.777Z,2025-04-02T19:55:20Z,,,,,,,,,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120091,154,1,1,23,28,4ku8o6uf87yd8iecdalipo6wd,1,60.2,72.6,2025-04-02T19:55:21.033Z,2025-04-02T19:55:23Z,5618981265,212,7,5618981261,140,64,5618981259,56,Left,5618981263,141,81,5618981267,213,0.96,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120117,155,1,1,23,30,4ku8o6uf87yd8iecdalipo6wd,1,62.8,83.9,2025-04-02T19:55:23.496Z,2025-04-02T19:56:08Z,5618981389,140,45,5618981395,213,3.57,5618981393,212,20.5,5618981391,141,71.4,5618981387,56,Back,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120135,157,1,1,23,33,4ku8o6uf87yd8iecdalipo6wd,1,50.1,73.5,2025-04-02T19:55:25.937Z,2025-04-02T19:56:06Z,5618983525,156,,5618981469,212,2.5,5618981465,140,47.8,5618981463,56,Back,5618981471,213,3.42,5618981467,141,72.5,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120123,156,61,1,23,33,4ku8o6uf87yd8iecdalipo6wd,1,46,72.3,2025-04-02T19:55:26.217Z,2025-04-02T19:55:26Z,5618981421,56,Back,,,,,,,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120165,159,3,1,23,33,4ku8o6uf87yd8iecdalipo6wd,1,52.2,78.4,2025-04-02T19:55:26.722Z,2025-04-02T19:56:04Z,5618981611,56,Center,5618981613,286,,5618981625,233,240,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795120127,240,45,1,23,33,agh9ifb2mw3ivjusgedj7c3fe,0,47.8,21.6,2025-04-02T19:55:26.722Z,2025-04-02T19:55:33Z,5618981639,233,159,5618981427,285,,5618981425,56,Back,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
